,filename_left,filename_right
36394820,ATL04_20190125233558_04360201_006_02.h5,MOD06_L2.A2019023.0510.061.2019023135528.hdf
36394947,ATL04_20190128235320_04820201_006_02.h5,MOD06_L2.A2019024.0055.061.2019024194337.hdf
36395106,ATL04_20190124002714_04060201_006_02.h5,MOD06_L2.A2019022.0110.061.2019022133816.hdf
36395311,ATL04_20190127004437_04520201_006_02.h5,MOD06_L2.A2019025.0140.061.2019030061329.hdf
36395540,ATL04_20190126011016_04370201_006_02.h5,MOD06_L2.A2019026.0225.061.2019030074817.hdf
36395553,ATL04_20190125013554_04220201_006_02.h5,MOD06_L2.A2019022.0430.061.2019022133804.hdf
36395884,ATL04_20190128015316_04680201_006_02.h5,MOD06_L2.A2019026.0405.061.2019030074408.hdf
36398274,ATL04_20190125110139_04280201_006_02.h5,MOD06_L2.A2019025.0635.061.2019030050119.hdf
36414945,ATL04_20190124161009_04160201_006_02.h5,MOD06_L2.A2019024.0100.061.2019024194404.hdf
36419092,ATL04_20190122042705_03780201_006_02.h5,MOD06_L2.A2019022.0250.061.2019022133904.hdf
36442465,ATL04_20190125031011_04230201_006_02.h5,MOD06_L2.A2019023.1010.061.2019023201250.hdf
37826994,ATL04_20190625232747_13550301_006_02.h5,MOD06_L2.A2019177.2035.061.2019178073114.hdf
37827246,ATL04_20190626133624_13640301_006_02.h5,MOD06_L2.A2019194.2120.061.2019195073527.hdf
37827432,ATL04_20190712130254_02210401_006_02.h5,MOD06_L2.A2019176.2130.061.2019177072546.hdf
37827547,ATL04_20190625140203_13490301_006_02.h5,MOD06_L2.A2019190.2145.061.2019191072959.hdf
37827714,ATL04_20190711132831_02060401_006_02.h5,MOD06_L2.A2019194.0635.061.2019194194619.hdf
37828136,ATL04_20190710135412_01910401_006_02.h5,MOD06_L2.A2019194.0630.061.2019194194428.hdf
37828459,ATL04_20190713141133_02370401_006_02.h5,MOD06_L2.A2019196.2245.061.2019197072830.hdf
37828680,ATL04_20190712143712_02220401_006_02.h5,MOD06_L2.A2019176.2310.061.2019177072727.hdf
37828755,ATL04_20190625153620_13500301_006_02.h5,MOD06_L2.A2019190.2325.061.2019191073243.hdf
37828787,ATL04_20190712222839_02270401_006_02.h5,MOD06_L2.A2019196.0620.061.2019196201110.hdf
37828948,ATL04_20190715145433_02680401_006_02.h5,MOD06_L2.A2019195.2345.061.2019196073527.hdf
37829539,ATL04_20190713154551_02380401_006_02.h5,MOD06_L2.A2019195.0040.061.2019195133638.hdf
37829718,ATL04_20190625171038_13510301_006_02.h5,MOD06_L2.A2019191.0105.061.2019191132850.hdf
37829838,ATL04_20190711163705_02080401_006_02.h5,MOD06_L2.A2019191.0600.061.2019191192929.hdf
37829870,ATL04_20190715162850_02690401_006_02.h5,MOD06_L2.A2019194.0135.061.2019194133724.hdf
37830072,ATL04_20190710170246_01930401_006_02.h5,MOD06_L2.A2019190.0200.061.2019190202358.hdf
37830129,ATL04_20190714165429_02540401_006_02.h5,MOD06_L2.A2019192.0145.061.2019192133306.hdf
37830142,ATL04_20190712174546_02240401_006_02.h5,MOD06_L2.A2019193.0550.061.2019197200514.hdf
37830354,ATL04_20190713172008_02390401_006_02.h5,MOD06_L2.A2019193.0230.061.2019197200009.hdf
37830539,ATL04_20190625184455_13520301_006_02.h5,MOD06_L2.A2019196.0300.061.2019196134256.hdf
37830767,ATL04_20190711181122_02090401_006_02.h5,MOD06_L2.A2019192.0505.061.2019192133439.hdf
37831213,ATL04_20190713185425_02400401_006_02.h5,MOD06_L2.A2019194.0450.061.2019194133916.hdf
37831385,ATL04_20190710231955_01970401_006_02.h5,MOD06_L2.A2019177.0550.061.2019177140215.hdf
37831849,ATL04_20190714231139_02580401_006_02.h5,MOD06_L2.A2019193.0410.061.2019197201047.hdf
37832163,ATL04_20190625201912_13530301_006_02.h5,MOD06_L2.A2019176.0505.061.2019176210936.hdf
37832324,ATL04_20190625030202_13420301_006_02.h5,MOD06_L2.A2019194.0810.061.2019194194519.hdf
37832423,ATL04_20190715022014_02600401_006_02.h5,MOD06_L2.A2019190.0835.061.2019190211605.hdf
37832581,ATL04_20190710025411_01840401_006_02.h5,MOD06_L2.A2019192.0820.061.2019192193125.hdf
37833453,ATL04_20190626041039_13580301_006_02.h5,MOD06_L2.A2019191.0740.061.2019191193327.hdf
37834032,ATL04_20190625043619_13430301_006_02.h5,MOD06_L2.A2019195.1030.061.2019195193436.hdf
37834237,ATL04_20190711040247_02000401_006_02.h5,MOD06_L2.A2019193.1045.061.2019197200440.hdf
37834339,ATL04_20190710042828_01850401_006_02.h5,MOD06_L2.A2019194.1130.061.2019194194833.hdf
37834657,ATL04_20190715035431_02610401_006_02.h5,MOD06_L2.A2019177.0725.061.2019177192359.hdf
37835345,ATL04_20190711053704_02010401_006_02.h5,MOD06_L2.A2019193.0725.061.2019197195930.hdf
37836056,ATL04_20190713062006_02320401_006_02.h5,MOD06_L2.A2019177.1405.061.2019178013227.hdf
37836182,ATL04_20190626071914_13600301_006_02.h5,MOD06_L2.A2019191.1415.061.2019192013347.hdf
37836296,ATL04_20190712064544_02170401_006_02.h5,MOD06_L2.A2019195.0715.061.2019195193442.hdf
37836549,ATL04_20190711071122_02020401_006_02.h5,MOD06_L2.A2019176.1500.061.2019177013325.hdf
37837786,ATL04_20190712082002_02180401_006_02.h5,MOD06_L2.A2019196.1615.061.2019197013621.hdf
37838045,ATL04_20190625091911_13460301_006_02.h5,MOD06_L2.A2019194.1625.061.2019195013859.hdf
37838265,ATL04_20190711084539_02030401_006_02.h5,MOD06_L2.A2019192.1640.061.2019193012943.hdf
37838870,ATL04_20190712095419_02190401_006_02.h5,MOD06_L2.A2019195.0710.061.2019195192920.hdf
37844052,ATL04_20190626120206_13630301_006_02.h5,MOD06_L2.A2019176.1835.061.2019177072756.hdf
37847904,ATL04_20190625105328_13470301_006_02.h5,MOD06_L2.A2019194.1830.061.2019195073250.hdf
37850785,ATL04_20190710104537_01890401_006_02.h5,MOD06_L2.A2019195.1750.061.2019196012824.hdf
37853285,ATL04_20190713110259_02350401_006_02.h5,MOD06_L2.A2019195.1615.061.2019196011949.hdf
37856668,ATL04_20190711101956_02040401_006_02.h5,MOD06_L2.A2019194.0400.061.2019194131954.hdf
37857011,ATL04_20190715101141_02650401_006_02.h5,MOD06_L2.A2019176.0410.061.2019176210051.hdf
37871582,ATL04_20190715083723_02640401_006_02.h5,MOD06_L2.A2019191.1730.061.2019192012952.hdf
37871753,ATL04_20190710091120_01880401_006_02.h5,MOD06_L2.A2019177.2355.061.2019178073118.hdf
37872066,ATL04_20190713092841_02340401_006_02.h5,MOD06_L2.A2019176.1815.061.2019177073015.hdf
37872850,ATL04_20190714103719_02500401_006_02.h5,MOD06_L2.A2019194.1940.061.2019195074123.hdf
37873294,ATL04_20190712112837_02200401_006_02.h5,MOD06_L2.A2019192.2315.061.2019193073059.hdf
37873371,ATL04_20190625122746_13480301_006_02.h5,MOD06_L2.A2019196.2110.061.2019197073221.hdf
37873593,ATL04_20190711115414_02050401_006_02.h5,MOD06_L2.A2019176.2315.061.2019177072808.hdf
37873683,ATL04_20190710121954_01900401_006_02.h5,MOD06_L2.A2019195.2205.061.2019196073828.hdf
37873917,ATL04_20190713123716_02360401_006_02.h5,MOD06_L2.A2019193.2215.061.2019197195818.hdf
37875221,ATL04_20190711194540_02100401_006_02.h5,MOD06_L2.A2019176.0145.061.2019176211132.hdf
37876145,ATL04_20190625215330_13540301_006_02.h5,MOD06_L2.A2019196.0120.061.2019196133447.hdf
37876553,ATL04_20190711211957_02110401_006_02.h5,MOD06_L2.A2019177.0410.061.2019177132204.hdf
37878651,ATL04_20190626010205_13560301_006_02.h5,MOD06_L2.A2019196.0800.061.2019196201853.hdf
37878869,ATL04_20190625012744_13410301_006_02.h5,MOD06_L2.A2019192.0825.061.2019192193312.hdf
37879410,ATL04_20190710011954_01830401_006_02.h5,MOD06_L2.A2019193.0905.061.2019197200045.hdf
37891925,ATL04_20190713044549_02310401_006_02.h5,MOD06_L2.A2019191.0515.061.2019191131409.hdf
37976568,ATL04_20190713013714_02290401_006_02.h5,MOD06_L2.A2019191.0645.061.2019191191321.hdf
38389927,ATL04_20190715070306_02630401_006_02.h5,MOD06_L2.A2019195.1940.061.2019196072319.hdf
38442602,ATL04_20190626151041_13650301_006_02.h5,MOD06_L2.A2019196.2135.061.2019197073213.hdf
41787161,ATL04_20190319194746_12430201_006_02.h5,MOD06_L2.A2019083.2325.061.2019088153341.hdf
41790160,ATL04_20190323070506_12960201_006_02.h5,MOD06_L2.A2019084.1005.061.2019088163232.hdf
41794187,ATL04_20190321075626_12660201_006_02.h5,MOD06_L2.A2019084.0220.061.2019088155909.hdf
41794351,ATL04_20190325074805_13270201_006_02.h5,MOD06_L2.A2019082.0230.061.2019082131418.hdf
41796587,ATL04_20190320082205_12510201_006_02.h5,MOD06_L2.A2019081.0635.061.2019081193305.hdf
41796921,ATL04_20190324081344_13120201_006_02.h5,MOD06_L2.A2019082.0540.061.2019082131611.hdf
41799978,ATL04_20190322073046_12810201_006_02.h5,MOD06_L2.A2019078.2050.061.2019079074817.hdf
41806178,ATL04_20190319181329_12420201_006_02.h5,MOD06_L2.A2019084.1955.061.2019088163612.hdf
41811577,ATL04_20190324063927_13110201_006_02.h5,MOD06_L2.A2019081.2045.061.2019082073341.hdf
41812478,ATL04_20190319071327_12350201_006_02.h5,MOD06_L2.A2019078.1010.061.2019078195331.hdf
41813162,ATL04_20190323180508_13030201_006_02.h5,MOD06_L2.A2019082.1125.061.2019082192052.hdf
41813428,ATL04_20190319084745_12360201_006_02.h5,MOD06_L2.A2019081.2040.061.2019082073012.hdf
41813562,ATL04_20190323083924_12970201_006_02.h5,MOD06_L2.A2019078.1150.061.2019078195443.hdf
41814261,ATL04_20190325092222_13280201_006_02.h5,MOD06_L2.A2019081.1225.061.2019082013456.hdf
41815147,ATL04_20190319102202_12370201_006_02.h5,MOD06_L2.A2019082.1305.061.2019083013452.hdf
41815759,ATL04_20190322103921_12830201_006_02.h5,MOD06_L2.A2019083.2025.061.2019088160317.hdf
41816033,ATL04_20190321110500_12680201_006_02.h5,MOD06_L2.A2019079.1415.061.2019080012059.hdf
41816353,ATL04_20190320113040_12530201_006_02.h5,MOD06_L2.A2019082.1445.061.2019083013728.hdf
41816661,ATL04_20190323114758_12990201_006_02.h5,MOD06_L2.A2019078.2010.061.2019079073941.hdf
41816799,ATL04_20190320174749_12570201_006_02.h5,MOD06_L2.A2019079.1555.061.2019080012017.hdf
41817081,ATL04_20190325123056_13300201_006_02.h5,MOD06_L2.A2019084.1610.061.2019088161358.hdf
41817281,ATL04_20190320130457_12540201_006_02.h5,MOD06_L2.A2019080.1955.061.2019081073414.hdf
41817326,ATL04_20190324125636_13150201_006_02.h5,MOD06_L2.A2019082.1945.061.2019083073405.hdf
41817398,ATL04_20190319133037_12390201_006_02.h5,MOD06_L2.A2019083.1710.061.2019088153206.hdf
41817679,ATL04_20190322134755_12850201_006_02.h5,MOD06_L2.A2019084.1750.061.2019088161449.hdf
41817842,ATL04_20190321141335_12700201_006_02.h5,MOD06_L2.A2019082.1805.061.2019083073248.hdf
41817999,ATL04_20190325140514_13310201_006_02.h5,MOD06_L2.A2019080.1815.061.2019081073208.hdf
41818354,ATL04_20190320143915_12550201_006_02.h5,MOD06_L2.A2019083.1845.061.2019088152905.hdf
41819083,ATL04_20190319150454_12400201_006_02.h5,MOD06_L2.A2019081.1900.061.2019082072735.hdf
41819340,ATL04_20190323145633_13010201_006_02.h5,MOD06_L2.A2019084.1930.061.2019088161757.hdf
41819374,ATL04_20190321185627_12730201_006_02.h5,MOD06_L2.A2019078.2005.061.2019079073232.hdf
41819639,ATL04_20190319212204_12440201_006_02.h5,MOD06_L2.A2019081.2215.061.2019082072411.hdf
41820183,ATL04_20190320223041_12600201_006_02.h5,MOD06_L2.A2019083.2345.061.2019088154316.hdf
41820834,ATL04_20190319225621_12450201_006_02.h5,MOD06_L2.A2019080.0010.061.2019080133123.hdf
41821386,ATL04_20190322231339_12910201_006_02.h5,MOD06_L2.A2019083.2205.061.2019088154052.hdf
41821718,ATL04_20190321233919_12760201_006_02.h5,MOD06_L2.A2019078.2145.061.2019079073428.hdf
41821809,ATL04_20190321000459_12610201_006_02.h5,MOD06_L2.A2019078.0200.061.2019078140311.hdf
41822323,ATL04_20190320003038_12460201_006_02.h5,MOD06_L2.A2019081.0230.061.2019081133312.hdf
41822805,ATL04_20190319005618_12310201_006_02.h5,MOD06_L2.A2019080.2135.061.2019081073506.hdf
41823102,ATL04_20190322011336_12770201_006_02.h5,MOD06_L2.A2019080.0325.061.2019080132238.hdf
41823373,ATL04_20190321013916_12620201_006_02.h5,MOD06_L2.A2019082.2120.061.2019083072807.hdf
41823715,ATL04_20190320020456_12470201_006_02.h5,MOD06_L2.A2019079.0425.061.2019079174443.hdf
41824023,ATL04_20190319023035_12320201_006_02.h5,MOD06_L2.A2019082.0455.061.2019082132004.hdf
41824288,ATL04_20190322024754_12780201_006_02.h5,MOD06_L2.A2019078.0520.061.2019078140831.hdf
41825176,ATL04_20190319040453_12330201_006_02.h5,MOD06_L2.A2019082.0635.061.2019082193111.hdf
41825486,ATL04_20190322042211_12790201_006_02.h5,MOD06_L2.A2019078.0700.061.2019078200456.hdf
41831865,ATL04_20190321062208_12650201_006_02.h5,MOD06_L2.A2019078.2130.061.2019079073106.hdf
41833662,ATL04_20190325061347_13260201_006_02.h5,MOD06_L2.A2019080.0840.061.2019080195154.hdf
41852132,ATL04_20190325030513_13240201_006_02.h5,MOD06_L2.A2019078.0655.061.2019078195522.hdf
41852400,ATL04_20190320033913_12480201_006_02.h5,MOD06_L2.A2019083.0715.061.2019088152619.hdf
41852419,ATL04_20190324033052_13090201_006_02.h5,MOD06_L2.A2019083.1035.061.2019088154303.hdf
41852720,ATL04_20190321044751_12640201_006_02.h5,MOD06_L2.A2019079.0920.061.2019079210956.hdf
41853965,ATL04_20190319053910_12340201_006_02.h5,MOD06_L2.A2019080.1000.061.2019080193930.hdf
41860325,ATL04_20190324160511_13170201_006_02.h5,MOD06_L2.A2019078.1830.061.2019079073615.hdf
41863475,ATL04_20190323193925_13040201_006_02.h5,MOD06_L2.A2019081.2220.061.2019082073229.hdf
41873122,ATL04_20190324204803_13200201_006_02.h5,MOD06_L2.A2019079.1510.061.2019080011807.hdf
41876340,ATL04_20190322200505_12890201_006_02.h5,MOD06_L2.A2019078.0430.061.2019078135952.hdf
41878271,ATL04_20190321203044_12740201_006_02.h5,MOD06_L2.A2019078.0255.061.2019078135923.hdf
41878671,ATL04_20190325202223_13350201_006_02.h5,MOD06_L2.A2019081.0950.061.2019081194231.hdf
41894972,ATL04_20190320064748_12500201_006_02.h5,MOD06_L2.A2019083.1030.061.2019088152314.hdf
41951736,ATL04_20190323022214_12930201_006_02.h5,MOD06_L2.A2019082.0525.061.2019082132847.hdf
45315714,ATL04_20190423014112_03790301_006_02.h5,MOD06_L2.A2019115.1820.061.2019116071535.hdf
45319722,ATL04_20190424134951_04020301_006_02.h5,MOD06_L2.A2019115.1840.061.2019116073131.hdf
45320811,ATL04_20190428134131_04630301_006_02.h5,MOD06_L2.A2019115.0545.061.2019115133337.hdf
45321905,ATL04_20190425145829_04180301_006_02.h5,MOD06_L2.A2019113.0550.061.2019113133746.hdf
45322063,ATL04_20190423044947_03810301_006_02.h5,MOD06_L2.A2019118.0810.061.2019118194750.hdf
45325216,ATL04_20190425163247_04190301_006_02.h5,MOD06_L2.A2019119.0840.061.2019119195637.hdf
45329476,ATL04_20190424183244_04050301_006_02.h5,MOD06_L2.A2019119.2315.061.2019120074216.hdf
45329810,ATL04_20190423185823_03900301_006_02.h5,MOD06_L2.A2019115.0855.061.2019115194109.hdf
45330034,ATL04_20190427185003_04510301_006_02.h5,MOD06_L2.A2019115.2340.061.2019116071808.hdf
45331869,ATL04_20190423203240_03910301_006_02.h5,MOD06_L2.A2019116.0120.061.2019116133349.hdf
45332298,ATL04_20190426204959_04370301_006_02.h5,MOD06_L2.A2019117.0840.061.2019117194205.hdf
45332585,ATL04_20190429210718_04830301_006_02.h5,MOD06_L2.A2019115.0215.061.2019115132158.hdf
45332933,ATL04_20190424214118_04070301_006_02.h5,MOD06_L2.A2019118.0250.061.2019118134412.hdf
45333212,ATL04_20190423220658_03920301_006_02.h5,MOD06_L2.A2019116.0300.061.2019116133345.hdf
45333522,ATL04_20190426222417_04380301_006_02.h5,MOD06_L2.A2019119.0330.061.2019119131920.hdf
45333595,ATL04_20190424042407_03960301_006_02.h5,MOD06_L2.A2019115.0355.061.2019115132628.hdf
45333701,ATL04_20190429224135_04840301_006_02.h5,MOD06_L2.A2019114.0810.061.2019114195644.hdf
45333965,ATL04_20190424231536_04080301_006_02.h5,MOD06_L2.A2019118.0430.061.2019118134409.hdf
45334001,ATL04_20190428230715_04690301_006_02.h5,MOD06_L2.A2019116.0440.061.2019116133608.hdf
45334242,ATL04_20190423234115_03930301_006_02.h5,MOD06_L2.A2019118.0745.061.2019118194429.hdf
45334558,ATL04_20190423000655_03780301_006_02.h5,MOD06_L2.A2019113.0725.061.2019113191740.hdf
45334929,ATL04_20190425004953_04090301_006_02.h5,MOD06_L2.A2019117.0705.061.2019117194714.hdf
45335700,ATL04_20190428010712_04550301_006_02.h5,MOD06_L2.A2019115.0715.061.2019115193854.hdf
45336265,ATL04_20190429052425_04730301_006_02.h5,MOD06_L2.A2019117.0700.061.2019117194243.hdf
45336405,ATL04_20190423075821_03830301_006_02.h5,MOD06_L2.A2019113.1045.061.2019113192205.hdf
45336688,ATL04_20190429083259_04750301_006_02.h5,MOD06_L2.A2019118.1105.061.2019118194947.hdf
45337017,ATL04_20190424090659_03990301_006_02.h5,MOD06_L2.A2019117.1020.061.2019117194514.hdf
45337108,ATL04_20190428085839_04600301_006_02.h5,MOD06_L2.A2019119.1010.061.2019119200038.hdf
45337732,ATL04_20190423093239_03840301_006_02.h5,MOD06_L2.A2019113.1225.061.2019114013722.hdf
45338408,ATL04_20190426094958_04300301_006_02.h5,MOD06_L2.A2019114.0950.061.2019114195822.hdf
45338601,ATL04_20190425101537_04150301_006_02.h5,MOD06_L2.A2019117.1340.061.2019118020123.hdf
45339115,ATL04_20190424104117_04000301_006_02.h5,MOD06_L2.A2019113.1405.061.2019114013549.hdf
45339695,ATL04_20190426112415_04310301_006_02.h5,MOD06_L2.A2019117.1515.061.2019118015118.hdf
45339895,ATL04_20190425114955_04160301_006_02.h5,MOD06_L2.A2019113.1540.061.2019114012259.hdf
45340241,ATL04_20190424121534_04010301_006_02.h5,MOD06_L2.A2019116.0935.061.2019117030919.hdf
45342514,ATL04_20190423141531_03870301_006_02.h5,MOD06_L2.A2019119.1825.061.2019120074416.hdf
45342805,ATL04_20190426143250_04330301_006_02.h5,MOD06_L2.A2019115.1850.061.2019116072430.hdf
45349835,ATL04_20190424165826_04040301_006_02.h5,MOD06_L2.A2019113.2055.061.2019114080741.hdf
45353598,ATL04_20190427171545_04500301_006_02.h5,MOD06_L2.A2019115.1010.061.2019115193123.hdf
45363048,ATL04_20190423172406_03890301_006_02.h5,MOD06_L2.A2019119.1555.061.2019120013609.hdf
45363772,ATL04_20190426160708_04340301_006_02.h5,MOD06_L2.A2019113.0455.061.2019113132834.hdf
45370873,ATL04_20190423062404_03820301_006_02.h5,MOD06_L2.A2019117.2305.061.2019118073437.hdf
45372623,ATL04_20190426174125_04350301_006_02.h5,MOD06_L2.A2019116.0955.061.2019117033639.hdf
45374916,ATL04_20190428182423_04660301_006_02.h5,MOD06_L2.A2019117.1030.061.2019117195028.hdf
45376944,ATL04_20190427061544_04430301_006_02.h5,MOD06_L2.A2019119.0150.061.2019119131530.hdf
45378855,ATL04_20190428055004_04580301_006_02.h5,MOD06_L2.A2019118.0425.061.2019118133826.hdf
45381345,ATL04_20190428024130_04560301_006_02.h5,MOD06_L2.A2019113.0905.061.2019113192127.hdf
45381508,ATL04_20190425070702_04130301_006_02.h5,MOD06_L2.A2019116.0800.061.2019117030027.hdf
45387256,ATL04_20190424152409_04030301_006_02.h5,MOD06_L2.A2019116.1930.061.2019117075115.hdf
45387470,ATL04_20190427154128_04490301_006_02.h5,MOD06_L2.A2019119.2005.061.2019120074707.hdf
45388080,ATL04_20190429162426_04800301_006_02.h5,MOD06_L2.A2019118.1100.061.2019118194105.hdf
45396890,ATL04_20190429175844_04810301_006_02.h5,MOD06_L2.A2019116.2150.061.2019117075642.hdf
45403685,ATL04_20190425180704_04200301_006_02.h5,MOD06_L2.A2019114.0855.061.2019114195046.hdf
45463255,ATL04_20190429065842_04740301_006_02.h5,MOD06_L2.A2019115.1210.061.2019116013959.hdf
45463417,ATL04_20190424073242_03980301_006_02.h5,MOD06_L2.A2019116.1750.061.2019117032044.hdf
45466136,ATL04_20190429145009_04790301_006_02.h5,MOD06_L2.A2019118.1740.061.2019119014430.hdf
45508340,ATL04_20190423154948_03880301_006_02.h5,MOD06_L2.A2019113.1900.061.2019114080013.hdf
48758022,ATL04_20190101150009_00640201_006_02.h5,MOD06_L2.A2019006.1305.061.2019007014702.hdf
48758601,ATL04_20190105021729_01170201_006_02.h5,MOD06_L2.A2019004.1315.061.2019005014847.hdf
48761920,ATL04_20190102033428_00720201_006_02.h5,MOD06_L2.A2019004.0255.061.2019004132354.hdf
48762616,ATL04_20190104041726_01030201_006_02.h5,MOD06_L2.A2019005.0340.061.2019005133548.hdf
48762843,ATL04_20190103044306_00880201_006_02.h5,MOD06_L2.A2019001.0405.061.2019009000825.hdf
48763274,ATL04_20190104055144_01040201_006_02.h5,MOD06_L2.A2019005.0520.061.2019005133511.hdf
48763518,ATL04_20190103061723_00890201_006_02.h5,MOD06_L2.A2019005.1340.061.2019006013527.hdf
48763981,ATL04_20190101070842_00590201_006_02.h5,MOD06_L2.A2019002.0630.061.2019009001833.hdf
48764158,ATL04_20190104072601_01050201_006_02.h5,MOD06_L2.A2019005.0700.061.2019005192525.hdf
48764267,ATL04_20190103075141_00900201_006_02.h5,MOD06_L2.A2019007.1325.061.2019008153952.hdf
48764533,ATL04_20190106080859_01360201_006_02.h5,MOD06_L2.A2019004.0755.061.2019004192712.hdf
48764722,ATL04_20190102143429_00790201_006_02.h5,MOD06_L2.A2019003.0855.061.2019009003156.hdf
48764849,ATL04_20190103092558_00910201_006_02.h5,MOD06_L2.A2019001.0905.061.2019009000902.hdf
48765100,ATL04_20190101132551_00630201_006_02.h5,MOD06_L2.A2019004.0935.061.2019004192535.hdf
48765264,ATL04_20190106094317_01370201_006_02.h5,MOD06_L2.A2019006.1240.061.2019007013333.hdf
48765312,ATL04_20190101101716_00610201_006_02.h5,MOD06_L2.A2019004.1255.061.2019005013925.hdf
48765369,ATL04_20190104151728_01100201_006_02.h5,MOD06_L2.A2019006.0925.061.2019006194026.hdf
48765392,ATL04_20190103140850_00940201_006_02.h5,MOD06_L2.A2019005.1020.061.2019005192621.hdf
48765648,ATL04_20190104103436_01070201_006_02.h5,MOD06_L2.A2019003.1030.061.2019009003316.hdf
48765863,ATL04_20190103110015_00920201_006_02.h5,MOD06_L2.A2019004.1115.061.2019004192502.hdf
48766297,ATL04_20190102112555_00770201_006_02.h5,MOD06_L2.A2019005.1200.061.2019006013620.hdf
48766864,ATL04_20190105114314_01230201_006_02.h5,MOD06_L2.A2019001.1225.061.2019009001031.hdf
48766957,ATL04_20190107153447_01560201_006_02.h5,MOD06_L2.A2019002.1130.061.2019009002126.hdf
48767147,ATL04_20190101180843_00660201_006_02.h5,MOD06_L2.A2019001.1540.061.2019009001231.hdf
48767280,ATL04_20190102191722_00820201_006_02.h5,MOD06_L2.A2019007.1645.061.2019008153645.hdf
48767461,ATL04_20190106190901_01430201_006_02.h5,MOD06_L2.A2019005.1655.061.2019006013535.hdf
48767808,ATL04_20190101194301_00670201_006_02.h5,MOD06_L2.A2019003.1710.061.2019009003434.hdf
48767922,ATL04_20190105193440_01280201_006_02.h5,MOD06_L2.A2019003.1530.061.2019009003610.hdf
48768092,ATL04_20190104200020_01130201_006_02.h5,MOD06_L2.A2019004.1435.061.2019005013914.hdf
48768409,ATL04_20190103202600_00980201_006_02.h5,MOD06_L2.A2019007.1505.061.2019008153607.hdf
48768440,ATL04_20190107201739_01590201_006_02.h5,MOD06_L2.A2019003.1845.061.2019009003549.hdf
48768574,ATL04_20190102205139_00830201_006_02.h5,MOD06_L2.A2019001.1900.061.2019009001258.hdf
48768609,ATL04_20190106204318_01440201_006_02.h5,MOD06_L2.A2019002.1445.061.2019009002231.hdf
48768873,ATL04_20190101211718_00680201_006_02.h5,MOD06_L2.A2019004.1930.061.2019005073058.hdf
48768949,ATL04_20190105210858_01290201_006_02.h5,MOD06_L2.A2019002.1945.061.2019009002615.hdf
48769037,ATL04_20190104213437_01140201_006_02.h5,MOD06_L2.A2019007.2000.061.2019008154220.hdf
48769976,ATL04_20190103233434_01000201_006_02.h5,MOD06_L2.A2019006.1420.061.2019007013325.hdf
48774334,ATL04_20190102020010_00710201_006_02.h5,MOD06_L2.A2019006.1415.061.2019007013315.hdf
48783295,ATL04_20190103030848_00870201_006_02.h5,MOD06_L2.A2019007.1740.061.2019008154331.hdf
48794710,ATL04_20190106032607_01330201_006_02.h5,MOD06_L2.A2019006.0400.061.2019006133620.hdf
48796365,ATL04_20190101163426_00650201_006_02.h5,MOD06_L2.A2019006.1445.061.2019007015240.hdf
48800132,ATL04_20190102050845_00730201_006_02.h5,MOD06_L2.A2019005.1520.061.2019006013531.hdf
48801498,ATL04_20190105162606_01260201_006_02.h5,MOD06_L2.A2019004.0615.061.2019004192712.hdf
48804935,ATL04_20190104165145_01110201_006_02.h5,MOD06_L2.A2019001.1045.061.2019009000944.hdf
48805538,ATL04_20190103123433_00930201_006_02.h5,MOD06_L2.A2019002.1305.061.2019009002206.hdf
48811861,ATL04_20190106015150_01320201_006_02.h5,MOD06_L2.A2019001.0055.061.2019009000456.hdf
48813532,ATL04_20190105035147_01180201_006_02.h5,MOD06_L2.A2019006.1555.061.2019007013452.hdf
48826184,ATL04_20190107043445_01490201_006_02.h5,MOD06_L2.A2019005.1930.061.2019006072732.hdf
48837521,ATL04_20190106050024_01340201_006_02.h5,MOD06_L2.A2019003.1555.061.2019009004910.hdf
48851517,ATL04_20190104134311_01090201_006_02.h5,MOD06_L2.A2019007.2140.061.2019008154307.hdf
48853518,ATL04_20190102174304_00810201_006_02.h5,MOD06_L2.A2019006.1740.061.2019007013312.hdf
48855752,ATL04_20190104024309_01020201_006_02.h5,MOD06_L2.A2019007.0015.061.2019008154150.hdf
48857997,ATL04_20190101053424_00580201_006_02.h5,MOD06_L2.A2019003.0355.061.2019009002835.hdf
49835903,ATL04_20190103154307_00950201_006_02.h5,MOD06_L2.A2019002.1600.061.2019009002800.hdf
52069255,ATL04_20190723205507_03940401_006_02.h5,MOD06_L2.A2019207.0445.061.2019207133237.hdf
52076689,ATL04_20190726083809_04320401_006_02.h5,MOD06_L2.A2019208.1800.061.2019209071507.hdf
52080774,ATL04_20190728092109_04630401_006_02.h5,MOD06_L2.A2019204.1835.061.2019205072008.hdf
52081178,ATL04_20190726101226_04330401_006_02.h5,MOD06_L2.A2019205.1920.061.2019206072507.hdf
52081606,ATL04_20190727204650_04550401_006_02.h5,MOD06_L2.A2019206.2005.061.2019207072831.hdf
52081729,ATL04_20190727112105_04490401_006_02.h5,MOD06_L2.A2019209.2035.061.2019210073556.hdf
52082154,ATL04_20190726114644_04340401_006_02.h5,MOD06_L2.A2019206.0520.061.2019206133501.hdf
52082908,ATL04_20190724123801_04040401_006_02.h5,MOD06_L2.A2019206.2145.061.2019207072321.hdf
52083144,ATL04_20190723130340_03890401_006_02.h5,MOD06_L2.A2019208.0505.061.2019208133851.hdf
