,filename_left,filename_right
34487138,ATL04_20210601211929_10551101_006_01.h5,MOD06_L2.A2021153.0435.061.2021268212544.hdf
34487339,ATL04_20210528120204_09881101_006_01.h5,MOD06_L2.A2021154.0520.061.2021268213133.hdf
34487706,ATL04_20210531121924_10341101_006_01.h5,MOD06_L2.A2021150.0545.061.2021268210420.hdf
34488166,ATL04_20210530124503_10191101_006_01.h5,MOD06_L2.A2021150.1400.061.2021268211338.hdf
34488231,ATL04_20210603123643_10801101_006_01.h5,MOD06_L2.A2021153.0615.061.2021268212006.hdf
34488677,ATL04_20210529131042_10041101_006_01.h5,MOD06_L2.A2021149.0640.061.2021268205532.hdf
34489045,ATL04_20210528133621_09891101_006_01.h5,MOD06_L2.A2021154.0700.061.2021268213133.hdf
34489162,ATL04_20210601132802_10501101_006_01.h5,MOD06_L2.A2021152.0710.061.2021268211425.hdf
34489352,ATL04_20210531135341_10351101_006_01.h5,MOD06_L2.A2021150.0725.061.2021268210543.hdf
34489645,ATL04_20210530141920_10201101_006_01.h5,MOD06_L2.A2021153.0755.061.2021268212519.hdf
34489850,ATL04_20210529144459_10051101_006_01.h5,MOD06_L2.A2021152.1350.061.2021268212124.hdf
34489891,ATL04_20210602143640_10661101_006_01.h5,MOD06_L2.A2021154.1335.061.2021268213337.hdf
34489976,ATL04_20210528151039_09901101_006_01.h5,MOD06_L2.A2021154.0840.061.2021268213551.hdf
34490063,ATL04_20210529210209_10091101_006_01.h5,MOD06_L2.A2021152.0850.061.2021268212139.hdf
34490297,ATL04_20210531152759_10361101_006_01.h5,MOD06_L2.A2021148.0915.061.2021268205315.hdf
34490535,ATL04_20210531214508_10401101_006_01.h5,MOD06_L2.A2021150.0905.061.2021268211020.hdf
34490566,ATL04_20210530155338_10211101_006_01.h5,MOD06_L2.A2021151.1305.061.2021268211745.hdf
34491175,ATL04_20210530203630_10241101_006_01.h5,MOD06_L2.A2021154.1155.061.2021268213219.hdf
34491603,ATL04_20210530172755_10221101_006_01.h5,MOD06_L2.A2021152.1210.061.2021268212346.hdf
34492143,ATL04_20210529175334_10071101_006_01.h5,MOD06_L2.A2021150.1220.061.2021268210415.hdf
34492474,ATL04_20210528010202_09811101_006_01.h5,MOD06_L2.A2021154.1655.061.2021268213058.hdf
34492657,ATL04_20210530014501_10121101_006_01.h5,MOD06_L2.A2021150.1540.061.2021268211037.hdf
34492840,ATL04_20210529021040_09971101_006_01.h5,MOD06_L2.A2021152.1525.061.2021268212312.hdf
34493332,ATL04_20210528023620_09821101_006_01.h5,MOD06_L2.A2021154.1515.061.2021268213328.hdf
34493914,ATL04_20210531025339_10281101_006_01.h5,MOD06_L2.A2021154.1830.061.2021268212958.hdf
34494529,ATL04_20210528041037_09831101_006_01.h5,MOD06_L2.A2021154.2010.061.2021268213137.hdf
34494609,ATL04_20210601040218_10441101_006_01.h5,MOD06_L2.A2021152.2025.061.2021268212125.hdf
34494932,ATL04_20210529051915_09991101_006_01.h5,MOD06_L2.A2021154.2150.061.2021268213308.hdf
34495175,ATL04_20210528054454_09841101_006_01.h5,MOD06_L2.A2021150.2215.061.2021268211255.hdf
34495430,ATL04_20210529065332_10001101_006_01.h5,MOD06_L2.A2021151.1440.061.2021268210559.hdf
34500185,ATL04_20210531091049_10321101_006_01.h5,MOD06_L2.A2021149.0155.061.2021268210235.hdf
34500813,ATL04_20210530093628_10171101_006_01.h5,MOD06_L2.A2021154.1500.061.2021268211858.hdf
34503156,ATL04_20210602095348_10631101_006_01.h5,MOD06_L2.A2021149.0205.061.2021268205947.hdf
34505930,ATL04_20210601084510_10471101_006_01.h5,MOD06_L2.A2021151.1550.061.2021268210159.hdf
34510510,ATL04_20210603092808_10781101_006_01.h5,MOD06_L2.A2021150.1815.061.2021268205512.hdf
34512318,ATL04_20210528085329_09861101_006_01.h5,MOD06_L2.A2021153.0845.061.2021268211033.hdf
34524550,ATL04_20210528181913_09921101_006_01.h5,MOD06_L2.A2021149.1135.061.2021268205913.hdf
34525209,ATL04_20210528195331_09931101_006_01.h5,MOD06_L2.A2021150.2035.061.2021268210817.hdf
34526444,ATL04_20210529223626_10101101_006_01.h5,MOD06_L2.A2021151.1620.061.2021268211809.hdf
34526660,ATL04_20210528230205_09951101_006_01.h5,MOD06_L2.A2021152.1705.061.2021268212025.hdf
34526797,ATL04_20210531231925_10411101_006_01.h5,MOD06_L2.A2021150.1720.061.2021268210756.hdf
34527639,ATL04_20210530001044_10111101_006_01.h5,MOD06_L2.A2021150.1855.061.2021268210437.hdf
34528286,ATL04_20210603044516_10751101_006_01.h5,MOD06_L2.A2021152.1845.061.2021268212225.hdf
34530454,ATL04_20210601101927_10481101_006_01.h5,MOD06_L2.A2021150.0230.061.2021268210444.hdf
34531204,ATL04_20210530111045_10181101_006_01.h5,MOD06_L2.A2021149.0325.061.2021268205714.hdf
34531250,ATL04_20210603110225_10791101_006_01.h5,MOD06_L2.A2021154.0345.061.2021268213309.hdf
34531502,ATL04_20210529113625_10031101_006_01.h5,MOD06_L2.A2021152.0355.061.2021268211930.hdf
34531563,ATL04_20210602112805_10641101_006_01.h5,MOD06_L2.A2021150.0410.061.2021268210257.hdf
34558202,ATL04_20210531060214_10301101_006_01.h5,MOD06_L2.A2021152.2340.061.2021268212209.hdf
34558450,ATL04_20210530062753_10151101_006_01.h5,MOD06_L2.A2021154.0025.061.2021268212941.hdf
34563287,ATL04_20210531183633_10381101_006_01.h5,MOD06_L2.A2021152.0535.061.2021268211738.hdf
34563563,ATL04_20210530190212_10231101_006_01.h5,MOD06_L2.A2021151.1125.061.2021268211119.hdf
34973381,ATL04_20210602191932_10691101_006_01.h5,MOD06_L2.A2021151.0405.061.2021268205644.hdf
37305844,ATL04_20211119154719_08891301_006_01.h5,MOD06_L2.A2021325.1640.061.2021326015906.hdf
37306775,ATL04_20211123153856_09501301_006_01.h5,MOD06_L2.A2021329.0750.061.2021331153529.hdf
37307194,ATL04_20211121070431_09141301_006_01.h5,MOD06_L2.A2021325.1635.061.2021326014332.hdf
37307383,ATL04_20211120073011_08991301_006_01.h5,MOD06_L2.A2021325.1630.061.2021326013834.hdf
37307743,ATL04_20211119075553_08841301_006_01.h5,MOD06_L2.A2021327.0945.061.2021328171020.hdf
37308103,ATL04_20211122081309_09301301_006_01.h5,MOD06_L2.A2021327.1620.061.2021328171156.hdf
37309060,ATL04_20211119093010_08851301_006_01.h5,MOD06_L2.A2021325.1135.061.2021325201224.hdf
37309123,ATL04_20211120152138_09041301_006_01.h5,MOD06_L2.A2021323.1145.061.2021323201728.hdf
37309518,ATL04_20211121101306_09161301_006_01.h5,MOD06_L2.A2021329.1605.061.2021331153658.hdf
37309573,ATL04_20211125100447_09771301_006_01.h5,MOD06_L2.A2021329.1250.061.2021331153313.hdf
37309653,ATL04_20211120103846_09011301_006_01.h5,MOD06_L2.A2021325.1315.061.2021326014646.hdf
37309860,ATL04_20211121145558_09191301_006_01.h5,MOD06_L2.A2021327.1440.061.2021328171351.hdf
37310510,ATL04_20211121114723_09171301_006_01.h5,MOD06_L2.A2021325.1455.061.2021326014250.hdf
37310867,ATL04_20211121163015_09201301_006_01.h5,MOD06_L2.A2021329.1430.061.2021331153313.hdf
37310954,ATL04_20211120200430_09071301_006_01.h5,MOD06_L2.A2021327.1935.061.2021328172311.hdf
37311049,ATL04_20211122191310_09371301_006_01.h5,MOD06_L2.A2021329.1925.061.2021331153407.hdf
37311292,ATL04_20211119203012_08921301_006_01.h5,MOD06_L2.A2021325.1950.061.2021326081442.hdf
37311907,ATL04_20211122204727_09381301_006_01.h5,MOD06_L2.A2021329.2105.061.2021331153835.hdf
37312142,ATL04_20211121211307_09231301_006_01.h5,MOD06_L2.A2021325.2130.061.2021326081503.hdf
37312453,ATL04_20211120213847_09081301_006_01.h5,MOD06_L2.A2021329.1745.061.2021331153557.hdf
37313158,ATL04_20211122222145_09391301_006_01.h5,MOD06_L2.A2021327.2255.061.2021328171319.hdf
37313549,ATL04_20211120231304_09091301_006_01.h5,MOD06_L2.A2021325.0005.061.2021325141531.hdf
37313712,ATL04_20211119233846_08941301_006_01.h5,MOD06_L2.A2021323.0015.061.2021323141820.hdf
37313757,ATL04_20211123233023_09551301_006_01.h5,MOD06_L2.A2021328.0035.061.2021328162334.hdf
37313859,ATL04_20211119000426_08791301_006_01.h5,MOD06_L2.A2021326.0045.061.2021326140108.hdf
37314014,ATL04_20211122002142_09251301_006_01.h5,MOD06_L2.A2021329.0120.061.2021331153438.hdf
37314253,ATL04_20211121004722_09101301_006_01.h5,MOD06_L2.A2021325.0145.061.2021325141548.hdf
37317784,ATL04_20211122033016_09271301_006_01.h5,MOD06_L2.A2021323.0410.061.2021323142921.hdf
37321132,ATL04_20211120042136_08971301_006_01.h5,MOD06_L2.A2021329.0025.061.2021331153904.hdf
37321374,ATL04_20211119031300_08811301_006_01.h5,MOD06_L2.A2021329.1200.061.2021331154312.hdf
37321864,ATL04_20211123030437_09421301_006_01.h5,MOD06_L2.A2021329.1020.061.2021331154316.hdf
37324523,ATL04_20211125034737_09731301_006_01.h5,MOD06_L2.A2021329.0715.061.2021331153401.hdf
37326196,ATL04_20211119123845_08871301_006_01.h5,MOD06_L2.A2021329.1310.061.2021331155615.hdf
37328863,ATL04_20211123123021_09481301_006_01.h5,MOD06_L2.A2021329.0435.061.2021331153346.hdf
37329530,ATL04_20211121035557_09121301_006_01.h5,MOD06_L2.A2021323.1325.061.2021324023052.hdf
37330282,ATL04_20211123043854_09431301_006_01.h5,MOD06_L2.A2021325.0635.061.2021325201333.hdf
37330936,ATL04_20211120055554_08981301_006_01.h5,MOD06_L2.A2021327.1300.061.2021328171040.hdf
37331142,ATL04_20211119062135_08831301_006_01.h5,MOD06_L2.A2021325.0815.061.2021325201407.hdf
37333246,ATL04_20211121132140_09181301_006_01.h5,MOD06_L2.A2021327.1120.061.2021328170934.hdf
37334694,ATL04_20211124182153_09671301_006_01.h5,MOD06_L2.A2021329.1425.061.2021331153818.hdf
37346078,ATL04_20211125003902_09711301_006_01.h5,MOD06_L2.A2021325.2350.061.2021326084958.hdf
37347555,ATL04_20211120011301_08951301_006_01.h5,MOD06_L2.A2021327.2025.061.2021328171925.hdf
37353105,ATL04_20211119141302_08881301_006_01.h5,MOD06_L2.A2021329.1445.061.2021331155005.hdf
37355825,ATL04_20211123140439_09491301_006_01.h5,MOD06_L2.A2021329.0610.061.2021331153713.hdf
37368588,ATL04_20211125021320_09721301_006_01.h5,MOD06_L2.A2021326.0130.061.2021326141031.hdf
37370646,ATL04_20211120024719_08961301_006_01.h5,MOD06_L2.A2021327.2205.061.2021328171848.hdf
37371255,ATL04_20211123013019_09411301_006_01.h5,MOD06_L2.A2021327.0855.061.2021328171926.hdf
37377216,ATL04_20211121022139_09111301_006_01.h5,MOD06_L2.A2021323.1150.061.2021323201729.hdf
37405379,ATL04_20211124010441_09561301_006_01.h5,MOD06_L2.A2021325.0820.061.2021325201407.hdf
37405618,ATL04_20211119013843_08801301_006_01.h5,MOD06_L2.A2021323.0330.061.2021323141744.hdf
37405913,ATL04_20211122015559_09261301_006_01.h5,MOD06_L2.A2021327.0805.061.2021328170849.hdf
39434330,ATL04_20210820011549_08771201_006_01.h5,MOD06_L2.A2021237.2105.061.2021238074620.hdf
39435588,ATL04_20210823123310_09301201_006_01.h5,MOD06_L2.A2021237.1025.061.2021237204435.hdf
39442540,ATL04_20210824010729_09381201_006_01.h5,MOD06_L2.A2021233.1250.061.2021234020444.hdf
39442577,ATL04_20210823154145_09321201_006_01.h5,MOD06_L2.A2021238.1310.061.2021240212126.hdf
39442875,ATL04_20210825162444_09631201_006_01.h5,MOD06_L2.A2021237.1405.061.2021238015659.hdf
39443004,ATL04_20210820165842_08871201_006_01.h5,MOD06_L2.A2021235.1415.061.2021236020921.hdf
39443104,ATL04_20210824165023_09481201_006_01.h5,MOD06_L2.A2021233.1430.061.2021234020648.hdf
39443288,ATL04_20210823171602_09331201_006_01.h5,MOD06_L2.A2021238.1445.061.2021240210842.hdf
39443430,ATL04_20210822174142_09181201_006_01.h5,MOD06_L2.A2021232.1525.061.2021233023923.hdf
39443559,ATL04_20210821180721_09031201_006_01.h5,MOD06_L2.A2021238.2125.061.2021240211718.hdf
39443975,ATL04_20210821005009_08921201_006_01.h5,MOD06_L2.A2021238.1625.061.2021240210843.hdf
39444259,ATL04_20210822191559_09191201_006_01.h5,MOD06_L2.A2021232.1705.061.2021233025035.hdf
39444282,ATL04_20210826190739_09801201_006_01.h5,MOD06_L2.A2021235.2055.061.2021236133830.hdf
39444290,ATL04_20210821194138_09041201_006_01.h5,MOD06_L2.A2021235.1735.061.2021236021011.hdf
39444623,ATL04_20210820200717_08891201_006_01.h5,MOD06_L2.A2021233.1745.061.2021234014654.hdf
39444703,ATL04_20210823013309_09231201_006_01.h5,MOD06_L2.A2021237.1720.061.2021238015258.hdf
39444766,ATL04_20210824195858_09501201_006_01.h5,MOD06_L2.A2021238.1805.061.2021240211602.hdf
39444891,ATL04_20210823202437_09351201_006_01.h5,MOD06_L2.A2021237.2040.061.2021238073657.hdf
39444927,ATL04_20210822002430_09071201_006_01.h5,MOD06_L2.A2021232.1845.061.2021233081143.hdf
39445108,ATL04_20210822205016_09201201_006_01.h5,MOD06_L2.A2021235.1915.061.2021236133923.hdf
39445719,ATL04_20210821211556_09051201_006_01.h5,MOD06_L2.A2021233.1925.061.2021234084424.hdf
39445766,ATL04_20210825210736_09661201_006_01.h5,MOD06_L2.A2021238.1945.061.2021240211636.hdf
39446191,ATL04_20210820214135_08901201_006_01.h5,MOD06_L2.A2021232.2020.061.2021233075504.hdf
39446444,ATL04_20210823044143_09251201_006_01.h5,MOD06_L2.A2021232.2340.061.2021233075853.hdf
39446456,ATL04_20210822050722_09101201_006_01.h5,MOD06_L2.A2021238.0000.061.2021240212030.hdf
39446601,ATL04_20210821053301_08951201_006_01.h5,MOD06_L2.A2021232.0035.061.2021232141222.hdf
39447064,ATL04_20210820055841_08801201_006_01.h5,MOD06_L2.A2021235.0105.061.2021235163708.hdf
39447205,ATL04_20210824055021_09411201_006_01.h5,MOD06_L2.A2021237.0055.061.2021237193330.hdf
39447375,ATL04_20210823061601_09261201_006_01.h5,MOD06_L2.A2021238.2300.061.2021240211158.hdf
39447992,ATL04_20210822064140_09111201_006_01.h5,MOD06_L2.A2021237.0235.061.2021237200202.hdf
39448059,ATL04_20210826063320_09721201_006_01.h5,MOD06_L2.A2021232.0215.061.2021232142008.hdf
39448280,ATL04_20210821070719_08961201_006_01.h5,MOD06_L2.A2021238.0315.061.2021240211214.hdf
39448417,ATL04_20210820073258_08811201_006_01.h5,MOD06_L2.A2021236.0330.061.2021236152219.hdf
39448469,ATL04_20210824072439_09421201_006_01.h5,MOD06_L2.A2021233.2245.061.2021234090749.hdf
39448950,ATL04_20210822081557_09121201_006_01.h5,MOD06_L2.A2021233.0435.061.2021233134743.hdf
39449183,ATL04_20210821084136_08971201_006_01.h5,MOD06_L2.A2021236.0510.061.2021236152710.hdf
39449560,ATL04_20210820090716_08821201_006_01.h5,MOD06_L2.A2021232.0535.061.2021232141730.hdf
39450076,ATL04_20210823092435_09281201_006_01.h5,MOD06_L2.A2021235.2230.061.2021236133001.hdf
39452306,ATL04_20210826111613_09751201_006_01.h5,MOD06_L2.A2021238.0815.061.2021240213132.hdf
39457087,ATL04_20210820135008_08851201_006_01.h5,MOD06_L2.A2021233.0955.061.2021233202826.hdf
39462917,ATL04_20210822125850_09151201_006_01.h5,MOD06_L2.A2021237.1320.061.2021238014854.hdf
39470203,ATL04_20210824024147_09391201_006_01.h5,MOD06_L2.A2021232.1030.061.2021232201445.hdf
39472482,ATL04_20210826032446_09701201_006_01.h5,MOD06_L2.A2021237.0050.061.2021237195620.hdf
39473164,ATL04_20210825035025_09551201_006_01.h5,MOD06_L2.A2021233.0115.061.2021233134845.hdf
39473586,ATL04_20210820042423_08791201_006_01.h5,MOD06_L2.A2021238.0135.061.2021240211442.hdf
39474948,ATL04_20210821132429_09001201_006_01.h5,MOD06_L2.A2021238.0455.061.2021240211707.hdf
39475702,ATL04_20210826125030_09761201_006_01.h5,MOD06_L2.A2021235.0740.061.2021235203913.hdf
39476569,ATL04_20210822143307_09161201_006_01.h5,MOD06_L2.A2021233.0755.061.2021233202428.hdf
39479066,ATL04_20210823215855_09361201_006_01.h5,MOD06_L2.A2021233.1110.061.2021233201353.hdf
39479279,ATL04_20210822222434_09211201_006_01.h5,MOD06_L2.A2021237.1905.061.2021238075417.hdf
39479554,ATL04_20210821225013_09061201_006_01.h5,MOD06_L2.A2021233.1930.061.2021234084633.hdf
39479916,ATL04_20210823233312_09371201_006_01.h5,MOD06_L2.A2021232.2025.061.2021233080720.hdf
39491278,ATL04_20210821022427_08931201_006_01.h5,MOD06_L2.A2021238.1715.061.2021240211246.hdf
39500714,ATL04_20210820231552_08911201_006_01.h5,MOD06_L2.A2021232.1910.061.2021233075622.hdf
39515241,ATL04_20210824120731_09451201_006_01.h5,MOD06_L2.A2021233.0930.061.2021233201733.hdf
39515717,ATL04_20210824230733_09521201_006_01.h5,MOD06_L2.A2021235.1100.061.2021235201115.hdf
39516542,ATL04_20210821145846_09011201_006_01.h5,MOD06_L2.A2021237.1225.061.2021238020612.hdf
39520439,ATL04_20210820025006_08781201_006_01.h5,MOD06_L2.A2021232.2200.061.2021233074941.hdf
39550394,ATL04_20210825021608_09541201_006_01.h5,MOD06_L2.A2021234.0025.061.2021234141137.hdf
39551899,ATL04_20210822112432_09141201_006_01.h5,MOD06_L2.A2021235.0605.061.2021235203855.hdf
39551981,ATL04_20210821115011_08991201_006_01.h5,MOD06_L2.A2021237.0550.061.2021237195854.hdf
39552096,ATL04_20210825114152_09601201_006_01.h5,MOD06_L2.A2021233.0615.061.2021233202926.hdf
42462361,ATL04_20210702001244_01281201_006_01.h5,MOD06_L2.A2021187.1755.061.2021269005414.hdf
42464792,ATL04_20210705130423_01821201_006_01.h5,MOD06_L2.A2021183.0805.061.2021269001654.hdf
42465136,ATL04_20210706141300_01981201_006_01.h5,MOD06_L2.A2021187.0920.061.2021269005300.hdf
42465355,ATL04_20210706000424_01891201_006_01.h5,MOD06_L2.A2021185.0930.061.2021269003117.hdf
42465387,ATL04_20210705143840_01831201_006_01.h5,MOD06_L2.A2021183.0945.061.2021269002344.hdf
42465607,ATL04_20210708145600_02291201_006_01.h5,MOD06_L2.A2021186.1015.061.2021269004754.hdf
42465716,ATL04_20210702155538_01381201_006_01.h5,MOD06_L2.A2021187.1100.061.2021269005537.hdf
42466044,ATL04_20210705161257_01841201_006_01.h5,MOD06_L2.A2021183.1125.061.2021269003132.hdf
42466146,ATL04_20210704163837_01691201_006_01.h5,MOD06_L2.A2021186.1155.061.2021269004632.hdf
42466279,ATL04_20210707165555_02151201_006_01.h5,MOD06_L2.A2021183.1800.061.2021269003008.hdf
42466344,ATL04_20210702172955_01391201_006_01.h5,MOD06_L2.A2021187.1240.061.2021269005450.hdf
42466419,ATL04_20210702234705_01431201_006_01.h5,MOD06_L2.A2021185.1250.061.2021269004140.hdf
42466928,ATL04_20210708180435_02311201_006_01.h5,MOD06_L2.A2021185.1750.061.2021269004010.hdf
42466978,ATL04_20210703183833_01551201_006_01.h5,MOD06_L2.A2021187.1420.061.2021269005304.hdf
42467174,ATL04_20210702190413_01401201_006_01.h5,MOD06_L2.A2021185.1430.061.2021269004758.hdf
42467337,ATL04_20210706185552_02011201_006_01.h5,MOD06_L2.A2021187.1735.061.2021269004916.hdf
42467493,ATL04_20210703232126_01581201_006_01.h5,MOD06_L2.A2021186.1515.061.2021269004610.hdf
42467754,ATL04_20210704194711_01711201_006_01.h5,MOD06_L2.A2021187.1555.061.2021269005503.hdf
42468177,ATL04_20210703201251_01561201_006_01.h5,MOD06_L2.A2021183.1620.061.2021269002447.hdf
42468405,ATL04_20210707200430_02171201_006_01.h5,MOD06_L2.A2021186.1655.061.2021269004630.hdf
42469105,ATL04_20210704040418_01611201_006_01.h5,MOD06_L2.A2021186.2010.061.2021269004530.hdf
42469166,ATL04_20210703042957_01461201_006_01.h5,MOD06_L2.A2021185.2105.061.2021269003902.hdf
42469837,ATL04_20210702045536_01311201_006_01.h5,MOD06_L2.A2021186.2150.061.2021269004515.hdf
42470260,ATL04_20210705051256_01771201_006_01.h5,MOD06_L2.A2021185.2245.061.2021269004102.hdf
42470544,ATL04_20210704053835_01621201_006_01.h5,MOD06_L2.A2021183.1940.061.2021269002937.hdf
42470717,ATL04_20210708053015_02231201_006_01.h5,MOD06_L2.A2021185.1925.061.2021269003348.hdf
42471501,ATL04_20210708070433_02241201_006_01.h5,MOD06_L2.A2021187.1915.061.2021269005059.hdf
42471851,ATL04_20210707073011_02091201_006_01.h5,MOD06_L2.A2021188.0150.061.2021269005406.hdf
42473054,ATL04_20210708083850_02251201_006_01.h5,MOD06_L2.A2021183.0310.061.2021269002301.hdf
42473532,ATL04_20210703091249_01491201_006_01.h5,MOD06_L2.A2021188.0330.061.2021269005835.hdf
42473872,ATL04_20210702093828_01341201_006_01.h5,MOD06_L2.A2021184.0355.061.2021269002437.hdf
42474239,ATL04_20210708101307_02261201_006_01.h5,MOD06_L2.A2021183.0450.061.2021269002519.hdf
42474429,ATL04_20210703104707_01501201_006_01.h5,MOD06_L2.A2021188.0510.061.2021269005916.hdf
42474742,ATL04_20210706110425_01961201_006_01.h5,MOD06_L2.A2021184.0535.061.2021269003359.hdf
42480706,ATL04_20210704115545_01661201_006_01.h5,MOD06_L2.A2021186.0600.061.2021269004138.hdf
42481256,ATL04_20210708114725_02271201_006_01.h5,MOD06_L2.A2021186.2110.061.2021269003531.hdf
42484819,ATL04_20210702124703_01361201_006_01.h5,MOD06_L2.A2021183.0220.061.2021269001030.hdf
42485521,ATL04_20210705113005_01811201_006_01.h5,MOD06_L2.A2021185.1205.061.2021269002643.hdf
42488607,ATL04_20210707121303_02121201_006_01.h5,MOD06_L2.A2021185.1825.061.2021269004958.hdf
42496759,ATL04_20210707103846_02111201_006_01.h5,MOD06_L2.A2021185.1115.061.2021269004953.hdf
42497070,ATL04_20210702111246_01351201_006_01.h5,MOD06_L2.A2021183.0630.061.2021269002954.hdf
42497611,ATL04_20210703122124_01511201_006_01.h5,MOD06_L2.A2021185.0755.061.2021269004133.hdf
42498731,ATL04_20210704133002_01671201_006_01.h5,MOD06_L2.A2021185.0935.061.2021269004733.hdf
42499464,ATL04_20210704212129_01721201_006_01.h5,MOD06_L2.A2021186.1335.061.2021269004931.hdf
42499951,ATL04_20210702221248_01421201_006_01.h5,MOD06_L2.A2021183.1305.061.2021269003024.hdf
42501037,ATL04_20210704225546_01731201_006_01.h5,MOD06_L2.A2021185.1610.061.2021269003924.hdf
42502625,ATL04_20210703012122_01441201_006_01.h5,MOD06_L2.A2021185.1930.061.2021269004051.hdf
42503500,ATL04_20210708022141_02211201_006_01.h5,MOD06_L2.A2021187.2055.061.2021269005249.hdf
42503797,ATL04_20210707024719_02061201_006_01.h5,MOD06_L2.A2021183.2120.061.2021269002448.hdf
42531309,ATL04_20210705020421_01751201_006_01.h5,MOD06_L2.A2021187.1415.061.2021269004620.hdf
42562017,ATL04_20210702032119_01301201_006_01.h5,MOD06_L2.A2021186.2330.061.2021269004610.hdf
45085554,ATL04_20210730035722_05581201_006_01.h5,MOD06_L2.A2021212.1210.061.2021269031506.hdf
45090782,ATL04_20210803034900_06191201_006_01.h5,MOD06_L2.A2021217.1430.061.2021269040626.hdf
45091178,ATL04_20210804190614_06441201_006_01.h5,MOD06_L2.A2021211.2325.061.2021269032923.hdf
45091288,ATL04_20210730194016_05681201_006_01.h5,MOD06_L2.A2021211.2320.061.2021269032210.hdf
45091827,ATL04_20210801202313_05991201_006_01.h5,MOD06_L2.A2021216.1705.061.2021269035127.hdf
45092060,ATL04_20210731204853_05841201_006_01.h5,MOD06_L2.A2021213.2310.061.2021269033433.hdf
45092687,ATL04_20210731033143_05731201_006_01.h5,MOD06_L2.A2021213.1810.061.2021269033739.hdf
45092873,ATL04_20210801215731_06001201_006_01.h5,MOD06_L2.A2021217.2245.061.2021269035934.hdf
45093053,ATL04_20210805214909_06611201_006_01.h5,MOD06_L2.A2021216.1845.061.2021269035605.hdf
45093157,ATL04_20210731222311_05851201_006_01.h5,MOD06_L2.A2021217.1925.061.2021269035330.hdf
45093334,ATL04_20210730224851_05701201_006_01.h5,MOD06_L2.A2021213.1950.061.2021269033034.hdf
45093607,ATL04_20210802230608_06161201_006_01.h5,MOD06_L2.A2021211.2005.061.2021269032109.hdf
45093756,ATL04_20210801233148_06011201_006_01.h5,MOD06_L2.A2021217.2105.061.2021269035757.hdf
45094323,ATL04_20210731235728_05861201_006_01.h5,MOD06_L2.A2021211.2145.061.2021269032433.hdf
45094843,ATL04_20210731002308_05711201_006_01.h5,MOD06_L2.A2021216.2200.061.2021269035031.hdf
45095024,ATL04_20210801074855_05911201_006_01.h5,MOD06_L2.A2021215.0130.061.2021269033825.hdf
45095173,ATL04_20210731081435_05761201_006_01.h5,MOD06_L2.A2021214.0050.061.2021269034107.hdf
45096266,ATL04_20210802085732_06071201_006_01.h5,MOD06_L2.A2021212.0100.061.2021269032311.hdf
45096699,ATL04_20210801092312_05921201_006_01.h5,MOD06_L2.A2021216.0035.061.2021269034613.hdf
45096761,ATL04_20210805091450_06531201_006_01.h5,MOD06_L2.A2021212.0420.061.2021269033434.hdf
45097053,ATL04_20210731094852_05771201_006_01.h5,MOD06_L2.A2021213.0500.061.2021269033010.hdf
45097903,ATL04_20210801105729_05931201_006_01.h5,MOD06_L2.A2021217.0615.061.2021269035140.hdf
45098261,ATL04_20210804111448_06391201_006_01.h5,MOD06_L2.A2021211.0655.061.2021269032546.hdf
45098359,ATL04_20210730114850_05631201_006_01.h5,MOD06_L2.A2021211.0015.061.2021269031437.hdf
45098428,ATL04_20210803114027_06241201_006_01.h5,MOD06_L2.A2021216.0710.061.2021269034721.hdf
45099550,ATL04_20210731125727_05791201_006_01.h5,MOD06_L2.A2021211.0835.061.2021269032633.hdf
45101952,ATL04_20210801154021_05961201_006_01.h5,MOD06_L2.A2021217.1120.061.2021269040733.hdf
45105473,ATL04_20210803162319_06271201_006_01.h5,MOD06_L2.A2021217.1135.061.2021269040425.hdf
45110625,ATL04_20210731160601_05811201_006_01.h5,MOD06_L2.A2021214.0325.061.2021269032542.hdf
45112946,ATL04_20210730163142_05661201_006_01.h5,MOD06_L2.A2021214.0635.061.2021269032545.hdf
45113605,ATL04_20210802151441_06111201_006_01.h5,MOD06_L2.A2021217.1700.061.2021269034654.hdf
45120731,ATL04_20210730053140_05591201_006_01.h5,MOD06_L2.A2021212.1345.061.2021269031448.hdf
45120733,ATL04_20210730132307_05641201_006_01.h5,MOD06_L2.A2021216.2135.061.2021269034257.hdf
45124277,ATL04_20210801013146_05871201_006_01.h5,MOD06_L2.A2021216.0900.061.2021269035154.hdf
45125342,ATL04_20210803131445_06251201_006_01.h5,MOD06_L2.A2021213.0005.061.2021269032846.hdf
45126274,ATL04_20210731050600_05741201_006_01.h5,MOD06_L2.A2021216.0850.061.2021269035601.hdf
45126691,ATL04_20210803052317_06201201_006_01.h5,MOD06_L2.A2021211.0155.061.2021269031823.hdf
45127047,ATL04_20210802054857_06051201_006_01.h5,MOD06_L2.A2021214.0225.061.2021269033414.hdf
45127168,ATL04_20210801061437_05901201_006_01.h5,MOD06_L2.A2021211.0830.061.2021269031835.hdf
45127386,ATL04_20210731064017_05751201_006_01.h5,MOD06_L2.A2021213.0320.061.2021269032242.hdf
45129756,ATL04_20210801140604_05951201_006_01.h5,MOD06_L2.A2021213.0820.061.2021269033829.hdf
45129934,ATL04_20210805135742_06561201_006_01.h5,MOD06_L2.A2021217.0755.061.2021269040319.hdf
