,filename_left,filename_right
35214776,ATL04_20200919030347_13100801_006_02.h5,MOD06_L2.A2020266.1825.061.2020267115842.hdf
35217571,ATL04_20200916072919_12670801_006_02.h5,MOD06_L2.A2020265.1240.061.2020267113004.hdf
35221049,ATL04_20200916200338_12750801_006_02.h5,MOD06_L2.A2020266.0015.061.2020267114604.hdf
35221331,ATL04_20200919202058_13210801_006_02.h5,MOD06_L2.A2020262.0040.061.2020267114651.hdf
35260057,ATL04_20200920041225_13260801_006_02.h5,MOD06_L2.A2020260.2100.061.2020261072925.hdf
35270736,ATL04_20200919043804_13110801_006_02.h5,MOD06_L2.A2020260.0915.061.2020260193737.hdf
35278167,ATL04_20200916042045_12650801_006_02.h5,MOD06_L2.A2020260.1630.061.2020261013307.hdf
37247482,ATL04_20200812064420_07320801_006_01.h5,MOD06_L2.A2020225.0900.061.2020227190509.hdf
37257434,ATL04_20200815193559_07860801_006_01.h5,MOD06_L2.A2020231.0940.061.2020231194850.hdf
37260003,ATL04_20200816063601_07930801_006_01.h5,MOD06_L2.A2020230.0035.061.2020230133812.hdf
37260224,ATL04_20200815211016_07870801_006_01.h5,MOD06_L2.A2020228.0050.061.2020228133207.hdf
37260567,ATL04_20200818212736_08330801_006_01.h5,MOD06_L2.A2020231.0120.061.2020231133925.hdf
37260730,ATL04_20200813220135_07570801_006_01.h5,MOD06_L2.A2020226.0920.061.2020227205747.hdf
37260938,ATL04_20200812222714_07420801_006_01.h5,MOD06_L2.A2020225.0200.061.2020227185621.hdf
37260975,ATL04_20200813061841_07470801_006_01.h5,MOD06_L2.A2020228.0905.061.2020228194109.hdf
37261466,ATL04_20200815224433_07880801_006_01.h5,MOD06_L2.A2020230.0855.061.2020230194352.hdf
37261558,ATL04_20200814231013_07730801_006_01.h5,MOD06_L2.A2020231.0300.061.2020231134335.hdf
37261912,ATL04_20200813233552_07580801_006_01.h5,MOD06_L2.A2020227.0325.061.2020227205034.hdf
37262025,ATL04_20200817232732_08190801_006_01.h5,MOD06_L2.A2020225.0835.061.2020227190328.hdf
37262101,ATL04_20200813000131_07430801_006_01.h5,MOD06_L2.A2020227.0825.061.2020227205434.hdf
37262378,ATL04_20200812002710_07280801_006_01.h5,MOD06_L2.A2020226.0420.061.2020227204826.hdf
37262943,ATL04_20200815004430_07740801_006_01.h5,MOD06_L2.A2020230.0535.061.2020230134718.hdf
37263028,ATL04_20200812051003_07310801_006_01.h5,MOD06_L2.A2020228.0725.061.2020228193932.hdf
37263243,ATL04_20200812020128_07290801_006_01.h5,MOD06_L2.A2020225.0655.061.2020227192200.hdf
37264307,ATL04_20200812112712_07350801_006_01.h5,MOD06_L2.A2020226.1235.061.2020227205239.hdf
37264380,ATL04_20200815114432_07810801_006_01.h5,MOD06_L2.A2020228.1225.061.2020229014645.hdf
37264758,ATL04_20200814121011_07660801_006_01.h5,MOD06_L2.A2020228.1405.061.2020229014304.hdf
37265111,ATL04_20200813123550_07510801_006_01.h5,MOD06_L2.A2020229.1130.061.2020230024303.hdf
37265181,ATL04_20200816081018_07940801_006_01.h5,MOD06_L2.A2020231.1255.061.2020232014844.hdf
37265397,ATL04_20200812130130_07360801_006_01.h5,MOD06_L2.A2020225.1510.061.2020227190457.hdf
37265761,ATL04_20200815131849_07820801_006_01.h5,MOD06_L2.A2020226.1555.061.2020227205727.hdf
37265971,ATL04_20200814134429_07670801_006_01.h5,MOD06_L2.A2020226.1055.061.2020227204404.hdf
37266005,ATL04_20200818133609_08280801_006_01.h5,MOD06_L2.A2020228.1045.061.2020228194456.hdf
37266451,ATL04_20200812143547_07370801_006_01.h5,MOD06_L2.A2020230.1030.061.2020230193345.hdf
37266877,ATL04_20200815145307_07830801_006_01.h5,MOD06_L2.A2020231.1750.061.2020232013906.hdf
37267136,ATL04_20200814151846_07680801_006_01.h5,MOD06_L2.A2020227.1815.061.2020228073331.hdf
37267497,ATL04_20200813154425_07530801_006_01.h5,MOD06_L2.A2020225.1010.061.2020227184848.hdf
37268632,ATL04_20200815162724_07840801_006_01.h5,MOD06_L2.A2020231.1930.061.2020232075226.hdf
37269376,ATL04_20200814165304_07690801_006_01.h5,MOD06_L2.A2020227.1955.061.2020228073348.hdf
37269781,ATL04_20200812174422_07390801_006_01.h5,MOD06_L2.A2020228.2040.061.2020229171125.hdf
37275899,ATL04_20200815180141_07850801_006_01.h5,MOD06_L2.A2020225.1120.061.2020227184602.hdf
37278112,ATL04_20200818181901_08310801_006_01.h5,MOD06_L2.A2020231.1215.061.2020232013008.hdf
37279922,ATL04_20200813185300_07550801_006_01.h5,MOD06_L2.A2020226.1330.061.2020227203058.hdf
37280164,ATL04_20200817184440_08160801_006_01.h5,MOD06_L2.A2020226.1955.061.2020227204228.hdf
37282677,ATL04_20200812191839_07400801_006_01.h5,MOD06_L2.A2020231.1700.061.2020232012917.hdf
37285737,ATL04_20200814182721_07700801_006_01.h5,MOD06_L2.A2020228.0810.061.2020228193536.hdf
37291604,ATL04_20200812095255_07340801_006_01.h5,MOD06_L2.A2020227.0120.061.2020227203814.hdf
37296945,ATL04_20200816094435_07950801_006_01.h5,MOD06_L2.A2020225.0335.061.2020227183620.hdf
37298737,ATL04_20200814024427_07600801_006_01.h5,MOD06_L2.A2020229.0630.061.2020230023926.hdf
37299177,ATL04_20200812033545_07300801_006_01.h5,MOD06_L2.A2020230.0715.061.2020230194036.hdf
37299812,ATL04_20200814041844_07610801_006_01.h5,MOD06_L2.A2020229.0810.061.2020230023624.hdf
37299829,ATL04_20200818041025_08220801_006_01.h5,MOD06_L2.A2020227.0820.061.2020227204935.hdf
37299967,ATL04_20200813044424_07460801_006_01.h5,MOD06_L2.A2020225.1155.061.2020227185640.hdf
37300273,ATL04_20200814090137_07640801_006_01.h5,MOD06_L2.A2020231.1115.061.2020231194612.hdf
37301893,ATL04_20200814103554_07650801_006_01.h5,MOD06_L2.A2020227.1140.061.2020227205709.hdf
37304873,ATL04_20200818164444_08300801_006_01.h5,MOD06_L2.A2020228.1900.061.2020229170424.hdf
37305622,ATL04_20200817171023_08150801_006_01.h5,MOD06_L2.A2020225.2010.061.2020227184708.hdf
37307268,ATL04_20200816191020_08010801_006_01.h5,MOD06_L2.A2020228.2220.061.2020229170941.hdf
37315440,ATL04_20200814213555_07720801_006_01.h5,MOD06_L2.A2020226.1515.061.2020227203619.hdf
37336138,ATL04_20200814200138_07710801_006_01.h5,MOD06_L2.A2020231.0620.061.2020231194831.hdf
37336167,ATL04_20200818195318_08320801_006_01.h5,MOD06_L2.A2020228.2355.061.2020229170553.hdf
40783835,ATL04_20200930215550_01030901_006_02.h5,MOD06_L2.A2020279.1545.061.2021267172221.hdf
40785599,ATL04_20201004091312_01560901_006_01.h5,MOD06_L2.A2020278.0240.061.2020278135159.hdf
40787987,ATL04_20201006095612_01870901_006_01.h5,MOD06_L2.A2020279.0310.061.2021267173752.hdf
40789282,ATL04_20201002113846_01270901_006_01.h5,MOD06_L2.A2020274.1730.061.2020275014315.hdf
40789495,ATL04_20201003124725_01430901_006_01.h5,MOD06_L2.A2020278.1845.061.2020279072943.hdf
40789747,ATL04_20201002131304_01280901_006_01.h5,MOD06_L2.A2020279.0300.061.2021267171904.hdf
40790495,ATL04_20201003142143_01440901_006_01.h5,MOD06_L2.A2020278.2025.061.2020279072834.hdf
40790690,ATL04_20201002144721_01290901_006_01.h5,MOD06_L2.A2020274.2050.061.2020275075346.hdf
40790914,ATL04_20201001151307_01140901_006_01.h5,MOD06_L2.A2020274.0245.061.2020274133532.hdf
40790950,ATL04_20201005150443_01750901_006_01.h5,MOD06_L2.A2020277.2120.061.2020278072456.hdf
40791348,ATL04_20201001213016_01180901_006_01.h5,MOD06_L2.A2020276.0230.061.2020276132530.hdf
40791683,ATL04_20201002162139_01300901_006_01.h5,MOD06_L2.A2020278.0220.061.2020278133814.hdf
40792111,ATL04_20201005163900_01760901_006_01.h5,MOD06_L2.A2020278.2345.061.2020279073513.hdf
40792344,ATL04_20201002210431_01330901_006_01.h5,MOD06_L2.A2020275.0010.061.2020275134107.hdf
40792376,ATL04_20201003221310_01490901_006_01.h5,MOD06_L2.A2020277.2300.061.2020278073015.hdf
40792656,ATL04_20201002175556_01310901_006_01.h5,MOD06_L2.A2020274.0105.061.2020274133231.hdf
40793011,ATL04_20201001182142_01160901_006_01.h5,MOD06_L2.A2020277.0135.061.2020277133613.hdf
40793188,ATL04_20201005181317_01770901_006_01.h5,MOD06_L2.A2020275.0145.061.2020275132506.hdf
40793466,ATL04_20201002223848_01340901_006_01.h5,MOD06_L2.A2020276.0050.061.2020276133128.hdf
40793681,ATL04_20200930013007_00900901_006_02.h5,MOD06_L2.A2020275.0505.061.2020275132815.hdf
40793769,ATL04_20201003014724_01360901_006_01.h5,MOD06_L2.A2020280.0525.061.2021267173024.hdf
40793974,ATL04_20201002021302_01210901_006_01.h5,MOD06_L2.A2020274.0420.061.2020274132719.hdf
40794461,ATL04_20201001023848_01060901_006_01.h5,MOD06_L2.A2020277.0450.061.2020277133457.hdf
40794571,ATL04_20201005023023_01670901_006_01.h5,MOD06_L2.A2020279.0440.061.2021267171921.hdf
40794624,ATL04_20200930030424_00910901_006_02.h5,MOD06_L2.A2020280.0700.061.2021267172849.hdf
40794673,ATL04_20201004025602_01520901_006_01.h5,MOD06_L2.A2020278.0715.061.2020278192704.hdf
40794778,ATL04_20201003032141_01370901_006_01.h5,MOD06_L2.A2020279.0800.061.2021267172804.hdf
40795060,ATL04_20201002034720_01220901_006_01.h5,MOD06_L2.A2020275.0825.061.2020275194436.hdf
40795486,ATL04_20201001041305_01070901_006_01.h5,MOD06_L2.A2020278.0855.061.2020278193559.hdf
40795558,ATL04_20201005040441_01680901_006_01.h5,MOD06_L2.A2020276.0905.061.2020276192752.hdf
40795702,ATL04_20200930043841_00920901_006_02.h5,MOD06_L2.A2020274.0920.061.2020274194719.hdf
40795747,ATL04_20201004043020_01530901_006_01.h5,MOD06_L2.A2020276.0410.061.2020276133407.hdf
40795959,ATL04_20201003045558_01380901_006_01.h5,MOD06_L2.A2020277.0950.061.2020277193659.hdf
40796259,ATL04_20201002052137_01230901_006_01.h5,MOD06_L2.A2020278.0355.061.2020278133530.hdf
40796544,ATL04_20201001054723_01080901_006_01.h5,MOD06_L2.A2020276.1045.061.2020276192912.hdf
40796929,ATL04_20200930061258_00930901_006_02.h5,MOD06_L2.A2020279.1115.061.2021267172403.hdf
40797557,ATL04_20201002065554_01240901_006_01.h5,MOD06_L2.A2020278.1210.061.2020279013715.hdf
40797836,ATL04_20201001072140_01090901_006_01.h5,MOD06_L2.A2020274.1235.061.2020275014918.hdf
40798352,ATL04_20201003080433_01400901_006_01.h5,MOD06_L2.A2020280.0340.061.2021267172315.hdf
40798896,ATL04_20201002083012_01250901_006_01.h5,MOD06_L2.A2020278.1355.061.2020279014818.hdf
40799235,ATL04_20201005084733_01710901_006_01.h5,MOD06_L2.A2020274.1420.061.2020275020017.hdf
40807129,ATL04_20201003093850_01410901_006_01.h5,MOD06_L2.A2020276.1440.061.2020277014726.hdf
40809435,ATL04_20201002100429_01260901_006_01.h5,MOD06_L2.A2020279.1340.061.2021267173318.hdf
40812315,ATL04_20201001103015_01110901_006_01.h5,MOD06_L2.A2020277.1040.061.2020277193442.hdf
40812460,ATL04_20200930092133_00950901_006_02.h5,MOD06_L2.A2020274.2140.061.2020275075308.hdf
40825163,ATL04_20201005071315_01700901_006_01.h5,MOD06_L2.A2020276.1900.061.2020277073559.hdf
40825201,ATL04_20200930074715_00940901_006_02.h5,MOD06_L2.A2020276.1400.061.2020277013534.hdf
40825650,ATL04_20201006082154_01860901_006_01.h5,MOD06_L2.A2020277.1445.061.2020278012815.hdf
40825912,ATL04_20201001085557_01100901_006_01.h5,MOD06_L2.A2020278.1530.061.2020279013822.hdf
40827151,ATL04_20201005102150_01720901_006_01.h5,MOD06_L2.A2020277.1805.061.2020278073231.hdf
40831086,ATL04_20201001230434_01190901_006_02.h5,MOD06_L2.A2020274.0425.061.2020274133654.hdf
40831787,ATL04_20201003001306_01350901_006_01.h5,MOD06_L2.A2020278.0540.061.2020278134658.hdf
40832100,ATL04_20201006003027_01810901_006_01.h5,MOD06_L2.A2020274.0605.061.2020274195356.hdf
40861553,ATL04_20201003234727_01500901_006_01.h5,MOD06_L2.A2020276.0545.061.2020276133016.hdf
40861942,ATL04_20201002003845_01200901_006_01.h5,MOD06_L2.A2020277.0630.061.2020277193352.hdf
40865432,ATL04_20201003111308_01420901_006_01.h5,MOD06_L2.A2020280.1200.061.2021267173326.hdf
40866526,ATL04_20201006113029_01880901_006_01.h5,MOD06_L2.A2020280.1515.061.2021267172829.hdf
40882132,ATL04_20200930233008_01040901_006_02.h5,MOD06_L2.A2020277.2350.061.2020278074730.hdf
40899400,ATL04_20201001120432_01120901_006_01.h5,MOD06_L2.A2020277.1800.061.2020278072502.hdf
40899584,ATL04_20200930123007_00970901_006_02.h5,MOD06_L2.A2020279.0125.061.2021267172504.hdf
40902913,ATL04_20201004232148_01650901_006_01.h5,MOD06_L2.A2020275.0325.061.2020275132741.hdf
43954071,ATL04_20200617004930_12600701_006_01.h5,MOD06_L2.A2020174.0015.061.2020174133751.hdf
43956113,ATL04_20200620120651_13130701_006_01.h5,MOD06_L2.A2020173.1335.061.2020174012958.hdf
43962892,ATL04_20200617132349_12680701_006_01.h5,MOD06_L2.A2020171.0105.061.2020171133544.hdf
43963839,ATL04_20200623135828_13600701_006_01.h5,MOD06_L2.A2020170.1500.061.2020171013017.hdf
43963954,ATL04_20200618143227_12840701_006_01.h5,MOD06_L2.A2020175.1520.061.2020176013748.hdf
43964184,ATL04_20200617145806_12690701_006_01.h5,MOD06_L2.A2020171.1545.061.2020172013831.hdf
43964455,ATL04_20200620151526_13150701_006_01.h5,MOD06_L2.A2020171.0100.061.2020171133153.hdf
43965010,ATL04_20200623153245_13610701_006_01.h5,MOD06_L2.A2020170.1640.061.2020171013317.hdf
43965268,ATL04_20200618160644_12850701_006_01.h5,MOD06_L2.A2020175.1700.061.2020176014036.hdf
43965811,ATL04_20200617163223_12700701_006_01.h5,MOD06_L2.A2020171.1725.061.2020172013557.hdf
43966164,ATL04_20200620164943_13160701_006_01.h5,MOD06_L2.A2020173.0045.061.2020173134240.hdf
43966409,ATL04_20200623170703_13620701_006_01.h5,MOD06_L2.A2020170.1820.061.2020171073536.hdf
43966541,ATL04_20200618174102_12860701_006_01.h5,MOD06_L2.A2020175.1840.061.2020176073517.hdf
43966808,ATL04_20200622173242_13470701_006_01.h5,MOD06_L2.A2020173.1850.061.2020174073628.hdf
43967229,ATL04_20200617180641_12710701_006_01.h5,MOD06_L2.A2020171.1905.061.2020172074528.hdf
43967341,ATL04_20200622001531_13360701_006_01.h5,MOD06_L2.A2020175.0035.061.2020175133140.hdf
43967652,ATL04_20200619184940_13020701_006_01.h5,MOD06_L2.A2020170.2000.061.2020171072822.hdf
43967738,ATL04_20200618002350_12750701_006_01.h5,MOD06_L2.A2020170.0015.061.2020170133358.hdf
43967839,ATL04_20200618191519_12870701_006_01.h5,MOD06_L2.A2020173.2030.061.2020174073528.hdf
43968552,ATL04_20200618235811_12900701_006_01.h5,MOD06_L2.A2020173.2210.061.2020174074006.hdf
43968875,ATL04_20200618204936_12880701_006_01.h5,MOD06_L2.A2020170.2320.061.2020171073013.hdf
43970000,ATL04_20200620213235_13190701_006_01.h5,MOD06_L2.A2020173.2350.061.2020174074124.hdf
43970176,ATL04_20200617035804_12620701_006_01.h5,MOD06_L2.A2020172.0320.061.2020172133620.hdf
43970221,ATL04_20200619044103_12930701_006_01.h5,MOD06_L2.A2020174.0305.061.2020174134450.hdf
43970781,ATL04_20200618050642_12780701_006_01.h5,MOD06_L2.A2020173.0225.061.2020173134351.hdf
43971084,ATL04_20200617053222_12630701_006_01.h5,MOD06_L2.A2020175.0210.061.2020175133119.hdf
43971510,ATL04_20200621052402_13240701_006_01.h5,MOD06_L2.A2020171.0235.061.2020171133311.hdf
43971771,ATL04_20200620054941_13090701_006_01.h5,MOD06_L2.A2020175.0530.061.2020175133050.hdf
43971956,ATL04_20200619061520_12940701_006_01.h5,MOD06_L2.A2020173.0540.061.2020173134345.hdf
43972111,ATL04_20200623060701_13550701_006_01.h5,MOD06_L2.A2020171.0555.061.2020171140214.hdf
43972295,ATL04_20200618064100_12790701_006_01.h5,MOD06_L2.A2020174.0625.061.2020174194411.hdf
43972719,ATL04_20200617070639_12640701_006_01.h5,MOD06_L2.A2020170.0650.061.2020170194023.hdf
43973080,ATL04_20200620072359_13100701_006_01.h5,MOD06_L2.A2020173.0720.061.2020173194257.hdf
43973228,ATL04_20200619074938_12950701_006_01.h5,MOD06_L2.A2020172.0140.061.2020172133216.hdf
43973748,ATL04_20200622080658_13410701_006_01.h5,MOD06_L2.A2020172.0815.061.2020172193856.hdf
43974005,ATL04_20200621083237_13260701_006_01.h5,MOD06_L2.A2020175.0850.061.2020175192954.hdf
43975700,ATL04_20200617101514_12660701_006_01.h5,MOD06_L2.A2020175.1030.061.2020175192515.hdf
43976041,ATL04_20200623104953_13580701_006_01.h5,MOD06_L2.A2020174.1125.061.2020174194131.hdf
43985338,ATL04_20200623122411_13590701_006_01.h5,MOD06_L2.A2020170.1225.061.2020171013710.hdf
43986900,ATL04_20200618125809_12830701_006_01.h5,MOD06_L2.A2020171.1135.061.2020171193021.hdf
43987291,ATL04_20200622124950_13440701_006_01.h5,MOD06_L2.A2020173.1120.061.2020173193449.hdf
43992434,ATL04_20200619123230_12980701_006_01.h5,MOD06_L2.A2020173.1630.061.2020174012829.hdf
44005716,ATL04_20200621100654_13270701_006_01.h5,MOD06_L2.A2020174.1120.061.2020174194022.hdf
44005812,ATL04_20200620103234_13120701_006_01.h5,MOD06_L2.A2020172.1135.061.2020172193918.hdf
44005988,ATL04_20200619105813_12970701_006_01.h5,MOD06_L2.A2020174.1800.061.2020175073607.hdf
44006380,ATL04_20200618112352_12820701_006_01.h5,MOD06_L2.A2020171.1230.061.2020172013941.hdf
44007379,ATL04_20200620134108_13140701_006_01.h5,MOD06_L2.A2020175.1525.061.2020176013624.hdf
44007870,ATL04_20200619140647_12990701_006_01.h5,MOD06_L2.A2020174.1620.061.2020175013941.hdf
44008424,ATL04_20200622142407_13450701_006_01.h5,MOD06_L2.A2020170.1645.061.2020171013050.hdf
44008884,ATL04_20200621144946_13300701_006_01.h5,MOD06_L2.A2020173.1715.061.2020174014421.hdf
44009005,ATL04_20200623214955_13650701_006_01.h5,MOD06_L2.A2020175.2020.061.2020176073445.hdf
44009396,ATL04_20200618222354_12890701_006_01.h5,MOD06_L2.A2020174.1935.061.2020175073622.hdf
44013688,ATL04_20200622032405_13380701_006_01.h5,MOD06_L2.A2020175.0350.061.2020175133007.hdf
44096513,ATL04_20200618033225_12770701_006_01.h5,MOD06_L2.A2020170.1620.061.2020171012120.hdf
44103897,ATL04_20200623025826_13530701_006_01.h5,MOD06_L2.A2020170.1915.061.2020171071747.hdf
46979153,ATL04_20200226061700_09400601_006_01.h5,MOD06_L2.A2020063.1520.061.2020064011916.hdf
46979520,ATL04_20200229204256_09950601_006_01.h5,MOD06_L2.A2020062.1615.061.2020063044326.hdf
46979734,ATL04_20200303210013_10410601_006_01.h5,MOD06_L2.A2020058.1640.061.2020062222014.hdf
46979969,ATL04_20200302212553_10260601_006_01.h5,MOD06_L2.A2020059.0100.061.2020063035927.hdf
46980001,ATL04_20200227213414_09650601_006_01.h5,MOD06_L2.A2020061.1715.061.2020063043233.hdf
46980765,ATL04_20200228224253_09810601_006_01.h5,MOD06_L2.A2020058.1820.061.2020062221407.hdf
46981103,ATL04_20200227230832_09660601_006_01.h5,MOD06_L2.A2020061.0045.061.2020063042227.hdf
46981440,ATL04_20200227055121_09550601_006_01.h5,MOD06_L2.A2020063.0035.061.2020063160305.hdf
46982082,ATL04_20200228004249_09670601_006_01.h5,MOD06_L2.A2020058.0015.061.2020062215848.hdf
46982271,ATL04_20200227010829_09520601_006_01.h5,MOD06_L2.A2020060.2130.061.2020063042325.hdf
46982528,ATL04_20200226013408_09370601_006_01.h5,MOD06_L2.A2020061.2350.061.2020063043742.hdf
46982730,ATL04_20200229015128_09830601_006_01.h5,MOD06_L2.A2020057.2235.061.2020058072018.hdf
46983410,ATL04_20200227024246_09530601_006_01.h5,MOD06_L2.A2020060.2305.061.2020063041830.hdf
46983509,ATL04_20200302023425_10140601_006_01.h5,MOD06_L2.A2020058.2320.061.2020062221406.hdf
46984221,ATL04_20200301030005_09990601_006_01.h5,MOD06_L2.A2020063.2340.061.2020064072741.hdf
46984358,ATL04_20200303065137_10320601_006_01.h5,MOD06_L2.A2020060.0005.061.2020063040712.hdf
46984549,ATL04_20200226092535_09420601_006_01.h5,MOD06_L2.A2020057.0250.061.2020057132156.hdf
46984595,ATL04_20200228100833_09730601_006_01.h5,MOD06_L2.A2020061.0225.061.2020063042251.hdf
46985045,ATL04_20200227103413_09580601_006_01.h5,MOD06_L2.A2020059.0235.061.2020063041638.hdf
46985182,ATL04_20200302102551_10190601_006_01.h5,MOD06_L2.A2020059.0415.061.2020063041225.hdf
46985640,ATL04_20200226105952_09430601_006_01.h5,MOD06_L2.A2020063.0210.061.2020063160656.hdf
46986222,ATL04_20200229111712_09890601_006_01.h5,MOD06_L2.A2020058.0510.061.2020062221121.hdf
46986534,ATL04_20200228114251_09740601_006_01.h5,MOD06_L2.A2020059.0555.061.2020063035733.hdf
46986873,ATL04_20200227120830_09590601_006_01.h5,MOD06_L2.A2020060.0640.061.2020063040942.hdf
46987151,ATL04_20200226123410_09440601_006_01.h5,MOD06_L2.A2020058.0650.061.2020062221432.hdf
46987237,ATL04_20200301122549_10050601_006_01.h5,MOD06_L2.A2020063.0710.061.2020063193232.hdf
46987604,ATL04_20200229125129_09900601_006_01.h5,MOD06_L2.A2020059.0735.061.2020063040752.hdf
46987746,ATL04_20200228131708_09750601_006_01.h5,MOD06_L2.A2020058.0155.061.2020062221133.hdf
46987838,ATL04_20200303130846_10360601_006_01.h5,MOD06_L2.A2020062.0805.061.2020063043940.hdf
46987982,ATL04_20200227134247_09600601_006_01.h5,MOD06_L2.A2020058.0830.061.2020062214726.hdf
46988248,ATL04_20200226140827_09450601_006_01.h5,MOD06_L2.A2020063.0850.061.2020063193459.hdf
46989070,ATL04_20200228145126_09760601_006_01.h5,MOD06_L2.A2020062.0945.061.2020063044353.hdf
46989312,ATL04_20200227151705_09610601_006_01.h5,MOD06_L2.A2020058.1010.061.2020062215102.hdf
46989583,ATL04_20200226154244_09460601_006_01.h5,MOD06_L2.A2020060.0140.061.2020063040128.hdf
46993159,ATL04_20200301170841_10080601_006_01.h5,MOD06_L2.A2020061.1220.061.2020063043559.hdf
47008111,ATL04_20200226171702_09470601_006_01.h5,MOD06_L2.A2020063.2200.061.2020064072655.hdf
47009813,ATL04_20200227182539_09630601_006_01.h5,MOD06_L2.A2020061.1355.061.2020063042815.hdf
47010021,ATL04_20200302181718_10240601_006_01.h5,MOD06_L2.A2020059.1410.061.2020063040532.hdf
47010317,ATL04_20200226185119_09480601_006_01.h5,MOD06_L2.A2020057.1420.061.2020058013305.hdf
47010558,ATL04_20200229190839_09940601_006_01.h5,MOD06_L2.A2020060.1450.061.2020063041205.hdf
47010690,ATL04_20200228193418_09790601_006_01.h5,MOD06_L2.A2020058.1505.061.2020062215538.hdf
47010798,ATL04_20200303192556_10400601_006_01.h5,MOD06_L2.A2020063.1525.061.2020064012015.hdf
47010852,ATL04_20200227195957_09640601_006_01.h5,MOD06_L2.A2020061.1535.061.2020063043309.hdf
47010895,ATL04_20200302195135_10250601_006_01.h5,MOD06_L2.A2020059.1545.061.2020063041504.hdf
47011447,ATL04_20200228210835_09800601_006_01.h5,MOD06_L2.A2020063.1700.061.2020064012206.hdf
47012220,ATL04_20200229032545_09840601_006_01.h5,MOD06_L2.A2020057.1740.061.2020058013417.hdf
47014662,ATL04_20200302071717_10170601_006_01.h5,MOD06_L2.A2020057.0110.061.2020057132415.hdf
47015920,ATL04_20200228083416_09720601_006_01.h5,MOD06_L2.A2020062.2255.061.2020063072148.hdf
47023972,ATL04_20200302150844_10220601_006_01.h5,MOD06_L2.A2020060.2250.061.2020063041858.hdf
47025807,ATL04_20200226075117_09410601_006_01.h5,MOD06_L2.A2020061.0345.061.2020063042357.hdf
47052594,ATL04_20200227041703_09540601_006_01.h5,MOD06_L2.A2020061.2345.061.2020063043626.hdf
47053321,ATL04_20200229050002_09850601_006_01.h5,MOD06_L2.A2020063.0030.061.2020063155953.hdf
47105319,ATL04_20200302040842_10150601_006_01.h5,MOD06_L2.A2020057.1600.061.2020058013443.hdf
50601431,ATL04_20201216075204_12700901_006_01.h5,MOD06_L2.A2020354.1615.061.2021268040050.hdf
50603338,ATL04_20201216202623_12780901_006_01.h5,MOD06_L2.A2020354.0555.061.2021268033919.hdf
50603930,ATL04_20201220074344_13310901_006_01.h5,MOD06_L2.A2020352.0750.061.2021268032306.hdf
50603990,ATL04_20201218224338_13100901_006_01.h5,MOD06_L2.A2020355.0820.061.2021268034630.hdf
50604250,ATL04_20201216233457_12800901_006_01.h5,MOD06_L2.A2020354.0915.061.2021268033759.hdf
50604504,ATL04_20201219001756_13110901_006_01.h5,MOD06_L2.A2020355.1000.061.2021268034936.hdf
50604705,ATL04_20201217010915_12810901_006_01.h5,MOD06_L2.A2020352.1605.061.2021268032610.hdf
50605070,ATL04_20201219015213_13120901_006_01.h5,MOD06_L2.A2020354.1555.061.2021268034604.hdf
50605526,ATL04_20201216030912_12670901_006_01.h5,MOD06_L2.A2020355.1500.061.2021268035215.hdf
50605715,ATL04_20201219080923_13160901_006_01.h5,MOD06_L2.A2020354.1235.061.2021268034051.hdf
50606473,ATL04_20201221040930_13440901_006_01.h5,MOD06_L2.A2020353.1510.061.2021268033423.hdf
50606776,ATL04_20201218114337_13030901_006_01.h5,MOD06_L2.A2020354.1910.061.2021268034231.hdf
50606815,ATL04_20201222113517_13640901_006_01.h5,MOD06_L2.A2020353.1830.061.2021268033410.hdf
50607239,ATL04_20201216123456_12730901_006_01.h5,MOD06_L2.A2020353.2005.061.2021268033523.hdf
50607472,ATL04_20201219125215_13190901_006_01.h5,MOD06_L2.A2020354.2050.061.2021268034555.hdf
50607777,ATL04_20201222130935_13650901_006_01.h5,MOD06_L2.A2020352.1745.061.2021268032923.hdf
50608275,ATL04_20201216140913_12740901_006_01.h5,MOD06_L2.A2020354.1730.061.2021268034344.hdf
50609679,ATL04_20201219160050_13210901_006_01.h5,MOD06_L2.A2020356.0050.061.2021268035550.hdf
50610197,ATL04_20201218162629_13060901_006_01.h5,MOD06_L2.A2020352.0115.061.2021268032247.hdf
50610422,ATL04_20201217165208_12910901_006_01.h5,MOD06_L2.A2020355.0150.061.2021268034439.hdf
50610916,ATL04_20201217182625_12920901_006_01.h5,MOD06_L2.A2020355.0330.061.2021268034352.hdf
50615695,ATL04_20201218193503_13080901_006_01.h5,MOD06_L2.A2020353.0415.061.2021268035640.hdf
50615847,ATL04_20201222192644_13690901_006_01.h5,MOD06_L2.A2020353.1930.061.2021268033535.hdf
50622362,ATL04_20201217200043_12930901_006_01.h5,MOD06_L2.A2020354.1630.061.2021268040632.hdf
50624449,ATL04_20201216185205_12770901_006_01.h5,MOD06_L2.A2020353.1625.061.2021268033630.hdf
50625317,ATL04_20201220060926_13300901_006_01.h5,MOD06_L2.A2020352.0315.061.2021268034932.hdf
50628972,ATL04_20201219094340_13170901_006_01.h5,MOD06_L2.A2020352.1920.061.2021268032736.hdf
50629160,ATL04_20201218100919_13020901_006_01.h5,MOD06_L2.A2020353.0340.061.2021268033044.hdf
50629860,ATL04_20201220105219_13330901_006_01.h5,MOD06_L2.A2020355.0325.061.2021268034507.hdf
