,filename_left,filename_right
84155535,ATL04_20201113233254_07760901_006_01.h5,MOD06_L2.A2020322.0740.061.2021267231755.hdf
84155577,ATL04_20201117232435_08370901_006_01.h5,MOD06_L2.A2020317.1355.061.2021267223927.hdf
84156213,ATL04_20201112002412_07460901_006_01.h5,MOD06_L2.A2020321.0835.061.2021267230953.hdf
84156408,ATL04_20201111004951_07310901_006_01.h5,MOD06_L2.A2020317.0900.061.2021267223818.hdf
84156423,ATL04_20201112064121_07500901_006_01.h5,MOD06_L2.A2020322.0920.061.2021267231836.hdf
84156528,ATL04_20201114010711_07770901_006_01.h5,MOD06_L2.A2020320.0930.061.2021267230343.hdf
84156763,ATL04_20201113013250_07620901_006_01.h5,MOD06_L2.A2020316.0955.061.2021267223055.hdf
84156977,ATL04_20201114072421_07810901_006_01.h5,MOD06_L2.A2020318.0940.061.2021267224638.hdf
84156999,ATL04_20201112015829_07470901_006_01.h5,MOD06_L2.A2020316.1315.061.2021267223257.hdf
84157032,ATL04_20201116015011_08080901_006_01.h5,MOD06_L2.A2020317.1040.061.2021267224055.hdf
84157124,ATL04_20201111022409_07320901_006_01.h5,MOD06_L2.A2020322.1055.061.2021267231823.hdf
84157353,ATL04_20201114024129_07780901_006_01.h5,MOD06_L2.A2020318.1300.061.2021267224726.hdf
84157721,ATL04_20201113030708_07630901_006_01.h5,MOD06_L2.A2020317.1215.061.2021267223922.hdf
84158328,ATL04_20201112033247_07480901_006_01.h5,MOD06_L2.A2020322.1235.061.2021267231902.hdf
84158981,ATL04_20201113075000_07660901_006_01.h5,MOD06_L2.A2020321.1330.061.2021267231249.hdf
84159087,ATL04_20201115035007_07940901_006_01.h5,MOD06_L2.A2020320.1250.061.2021267230402.hdf
84159180,ATL04_20201111101535_07370901_006_01.h5,MOD06_L2.A2020322.1555.061.2021267232012.hdf
84159495,ATL04_20201112112414_07530901_006_01.h5,MOD06_L2.A2020317.1535.061.2021267224005.hdf
84160031,ATL04_20201111114953_07380901_006_01.h5,MOD06_L2.A2020322.1730.061.2021267232147.hdf
84161192,ATL04_20201112125831_07540901_006_02.h5,MOD06_L2.A2020321.1510.061.2021267231127.hdf
84161677,ATL04_20201115131552_08000901_006_01.h5,MOD06_L2.A2020321.2005.061.2021267231334.hdf
84161895,ATL04_20201114134131_07850901_006_01.h5,MOD06_L2.A2020317.2030.061.2021267224130.hdf
84163264,ATL04_20201114151548_07860901_006_01.h5,MOD06_L2.A2020322.2230.061.2021267232501.hdf
84163475,ATL04_20201113154127_07710901_006_01.h5,MOD06_L2.A2020318.2255.061.2021267225037.hdf
84163802,ATL04_20201112160706_07560901_006_01.h5,MOD06_L2.A2020321.2325.061.2021267231513.hdf
84164109,ATL04_20201115162426_08020901_006_01.h5,MOD06_L2.A2020317.2350.061.2021267224459.hdf
84164682,ATL04_20201116173304_08180901_006_01.h5,MOD06_L2.A2020322.0105.061.2021267231517.hdf
84167974,ATL04_20201111194120_07430901_006_01.h5,MOD06_L2.A2020321.0220.061.2021267232559.hdf
84175579,ATL04_20201116190722_08190901_006_01.h5,MOD06_L2.A2020322.1825.061.2021267232342.hdf
84178253,ATL04_20201114182423_07880901_006_01.h5,MOD06_L2.A2020320.1020.061.2021267230824.hdf
84182649,ATL04_20201112191540_07580901_006_01.h5,MOD06_L2.A2020321.1410.061.2021267232903.hdf
84194128,ATL04_20201114041546_07790901_006_01.h5,MOD06_L2.A2020317.2035.061.2021267224018.hdf
84195080,ATL04_20201116045845_08100901_006_01.h5,MOD06_L2.A2020316.1310.061.2021267222948.hdf
84196842,ATL04_20201112081539_07510901_006_01.h5,MOD06_L2.A2020321.1650.061.2021267231156.hdf
84196920,ATL04_20201116080720_08120901_006_01.h5,MOD06_L2.A2020318.1935.061.2021267225058.hdf
84196989,ATL04_20201111084118_07360901_006_01.h5,MOD06_L2.A2020322.1910.061.2021267232404.hdf
84197613,ATL04_20201113092417_07670901_006_02.h5,MOD06_L2.A2020317.1855.061.2021267223956.hdf
84198934,ATL04_20201113171544_07720901_006_01.h5,MOD06_L2.A2020317.2210.061.2021267224047.hdf
84199740,ATL04_20201111180702_07420901_006_01.h5,MOD06_L2.A2020316.0000.061.2021267222647.hdf
84201574,ATL04_20201114195840_07890901_006_01.h5,MOD06_L2.A2020320.0255.061.2021267230210.hdf
84201756,ATL04_20201117201600_08350901_006_01.h5,MOD06_L2.A2020316.2125.061.2021267223305.hdf
84202303,ATL04_20201111211537_07440901_006_01.h5,MOD06_L2.A2020322.0420.061.2021267231718.hdf
85233009,ATL04_20201113202419_07740901_006_01.h5,MOD06_L2.A2020321.1925.061.2021267231342.hdf
87232753,ATL04_20200826021928_09430801_006_01.h5,MOD06_L2.A2020245.0515.061.2020245135508.hdf
87235021,ATL04_20200826145347_09510801_006_01.h5,MOD06_L2.A2020244.0555.061.2020244135147.hdf
87235974,ATL04_20200901152826_10430801_006_02.h5,MOD06_L2.A2020243.1950.061.2020244073116.hdf
87236252,ATL04_20200830021108_10040801_006_01.h5,MOD06_L2.A2020242.2050.061.2020243073129.hdf
87236408,ATL04_20200829164524_09980801_006_01.h5,MOD06_L2.A2020244.0550.061.2020244135442.hdf
87238189,ATL04_20200828184521_09840801_006_01.h5,MOD06_L2.A2020243.2310.061.2020244073240.hdf
87238431,ATL04_20200826193639_09540801_006_01.h5,MOD06_L2.A2020241.0520.061.2020241181426.hdf
87238492,ATL04_20200831190240_10300801_006_01.h5,MOD06_L2.A2020243.0010.061.2020243133839.hdf
87238677,ATL04_20200829195359_10000801_006_01.h5,MOD06_L2.A2020241.0020.061.2020241175637.hdf
87238827,ATL04_20200828201938_09850801_006_01.h5,MOD06_L2.A2020244.0050.061.2020244133046.hdf
87238874,ATL04_20200901201118_10460801_006_02.h5,MOD06_L2.A2020242.0105.061.2020242133701.hdf
87239046,ATL04_20200827204517_09700801_006_01.h5,MOD06_L2.A2020243.0505.061.2020243133519.hdf
87239509,ATL04_20200826211056_09550801_006_01.h5,MOD06_L2.A2020245.0135.061.2020245134704.hdf
87239561,ATL04_20200829212816_10010801_006_01.h5,MOD06_L2.A2020240.0435.061.2020241175250.hdf
87239998,ATL04_20200827221934_09710801_006_01.h5,MOD06_L2.A2020244.0410.061.2020244134617.hdf
87241051,ATL04_20200829230233_10020801_006_01.h5,MOD06_L2.A2020245.0450.061.2020245133931.hdf
87241133,ATL04_20200826052803_09450801_006_01.h5,MOD06_L2.A2020240.0750.061.2020241174428.hdf
87241218,ATL04_20200828061102_09760801_006_01.h5,MOD06_L2.A2020244.0725.061.2020244194026.hdf
87241620,ATL04_20200828012810_09730801_006_01.h5,MOD06_L2.A2020243.0825.061.2020243191247.hdf
87242159,ATL04_20200826070220_09460801_006_01.h5,MOD06_L2.A2020242.0740.061.2020242193634.hdf
87242565,ATL04_20200829071940_09920801_006_01.h5,MOD06_L2.A2020241.1015.061.2020241194738.hdf
87242702,ATL04_20200828074519_09770801_006_01.h5,MOD06_L2.A2020243.0645.061.2020243191439.hdf
87243495,ATL04_20200826083637_09470801_006_01.h5,MOD06_L2.A2020243.1140.061.2020243191031.hdf
87244026,ATL04_20200828091936_09780801_006_01.h5,MOD06_L2.A2020242.1235.061.2020243012516.hdf
87244351,ATL04_20200827094515_09630801_006_01.h5,MOD06_L2.A2020245.0630.061.2020245195440.hdf
87248392,ATL04_20200829133649_09960801_006_01.h5,MOD06_L2.A2020245.0625.061.2020245194721.hdf
87257361,ATL04_20200901135408_10420801_006_02.h5,MOD06_L2.A2020243.1715.061.2020244014524.hdf
87259160,ATL04_20200831141948_10270801_006_01.h5,MOD06_L2.A2020244.1000.061.2020244193411.hdf
87263986,ATL04_20200828140229_09810801_006_01.h5,MOD06_L2.A2020241.0420.061.2020241175722.hdf
87267123,ATL04_20200830144527_10120801_006_01.h5,MOD06_L2.A2020242.0630.061.2020242192951.hdf
87268051,ATL04_20200826035345_09440801_006_01.h5,MOD06_L2.A2020240.0640.061.2020241175813.hdf
87268071,ATL04_20200826131930_09500801_006_01.h5,MOD06_L2.A2020244.1605.061.2020245020622.hdf
87269164,ATL04_20200826004511_09420801_006_01.h5,MOD06_L2.A2020244.0525.061.2020244132535.hdf
87269950,ATL04_20200830003651_10030801_006_01.h5,MOD06_L2.A2020244.0530.061.2020244132602.hdf
87277648,ATL04_20200827032806_09590801_006_01.h5,MOD06_L2.A2020242.0735.061.2020242191436.hdf
87278042,ATL04_20200830034526_10050801_006_01.h5,MOD06_L2.A2020241.1650.061.2020242013945.hdf
87279459,ATL04_20200827050223_09600801_006_01.h5,MOD06_L2.A2020242.0915.061.2020242192314.hdf
87279578,ATL04_20200831045404_10210801_006_01.h5,MOD06_L2.A2020240.0930.061.2020241174940.hdf
87280504,ATL04_20200831124530_10260801_006_01.h5,MOD06_L2.A2020245.1625.061.2020246014022.hdf
87282349,ATL04_20200828122811_09800801_006_01.h5,MOD06_L2.A2020244.1400.061.2020245015531.hdf
87285311,ATL04_20200827191100_09690801_006_01.h5,MOD06_L2.A2020245.1805.061.2020246074051.hdf
87288656,ATL04_20200901231952_10480801_006_02.h5,MOD06_L2.A2020245.0315.061.2020245135249.hdf
87306564,ATL04_20200829010230_09880801_006_01.h5,MOD06_L2.A2020244.0825.061.2020244193239.hdf
87317916,ATL04_20200831234532_10330801_006_02.h5,MOD06_L2.A2020242.0420.061.2020242133021.hdf
87319835,ATL04_20200831031946_10200801_006_01.h5,MOD06_L2.A2020242.1055.061.2020242192537.hdf
87321613,ATL04_20200829120232_09950801_006_01.h5,MOD06_L2.A2020241.1330.061.2020242013915.hdf
87323196,ATL04_20200827142808_09660801_006_01.h5,MOD06_L2.A2020242.1735.061.2020243012539.hdf
87323665,ATL04_20200829151107_09970801_006_01.h5,MOD06_L2.A2020241.1830.061.2020242073035.hdf
90005791,ATL04_20200708090754_01990801_006_01.h5,MOD06_L2.A2020194.0940.061.2020196182003.hdf
90009303,ATL04_20200710222512_02380801_006_01.h5,MOD06_L2.A2020193.0020.061.2020196175113.hdf
90009731,ATL04_20200712085936_02600801_006_01.h5,MOD06_L2.A2020192.0115.061.2020196174825.hdf
90009997,ATL04_20200710235929_02390801_006_01.h5,MOD06_L2.A2020193.1015.061.2020196180503.hdf
90010035,ATL04_20200714235112_03000801_006_01.h5,MOD06_L2.A2020193.0200.061.2020196175318.hdf
90010913,ATL04_20200709005047_02090801_006_01.h5,MOD06_L2.A2020194.0240.061.2020196181318.hdf
90011191,ATL04_20200708011626_01940801_006_01.h5,MOD06_L2.A2020190.0305.061.2020193042650.hdf
90011502,ATL04_20200711013347_02400801_006_01.h5,MOD06_L2.A2020193.0335.061.2020196175734.hdf
90011814,ATL04_20200710015925_02250801_006_01.h5,MOD06_L2.A2020196.0410.061.2020196183644.hdf
90012011,ATL04_20200709022505_02100801_006_01.h5,MOD06_L2.A2020192.0435.061.2020196175104.hdf
90012348,ATL04_20200708025044_01950801_006_01.h5,MOD06_L2.A2020190.0945.061.2020193043154.hdf
90012838,ATL04_20200709035922_02110801_006_01.h5,MOD06_L2.A2020194.0920.061.2020196182321.hdf
90013027,ATL04_20200708042501_01960801_006_01.h5,MOD06_L2.A2020196.0905.061.2020196212919.hdf
90013083,ATL04_20200711092514_02450801_006_01.h5,MOD06_L2.A2020196.0545.061.2020196183702.hdf
90013358,ATL04_20200711044222_02420801_006_01.h5,MOD06_L2.A2020196.0725.061.2020196212903.hdf
90013654,ATL04_20200710050800_02270801_006_01.h5,MOD06_L2.A2020192.0750.061.2020196174629.hdf
90014231,ATL04_20200709053340_02120801_006_01.h5,MOD06_L2.A2020193.0835.061.2020196180237.hdf
90014613,ATL04_20200710095053_02300801_006_01.h5,MOD06_L2.A2020194.0740.061.2020196181607.hdf
90014950,ATL04_20200708055919_01970801_006_01.h5,MOD06_L2.A2020191.0845.061.2020196154458.hdf
90015357,ATL04_20200708121628_02010801_006_01.h5,MOD06_L2.A2020191.1205.061.2020196154136.hdf
90015406,ATL04_20200710125927_02320801_006_01.h5,MOD06_L2.A2020194.1235.061.2020196182108.hdf
90015983,ATL04_20200709132507_02170801_006_01.h5,MOD06_L2.A2020196.1225.061.2020197023344.hdf
90016436,ATL04_20200708135046_02020801_006_01.h5,MOD06_L2.A2020193.1150.061.2020196180035.hdf
90016644,ATL04_20200710143345_02330801_006_01.h5,MOD06_L2.A2020194.1415.061.2020196182503.hdf
90017073,ATL04_20200711140807_02480801_006_01.h5,MOD06_L2.A2020190.1440.061.2020193044030.hdf
90017410,ATL04_20200714142528_02940801_006_01.h5,MOD06_L2.A2020192.1110.061.2020196175844.hdf
90017925,ATL04_20200708152503_02030801_006_01.h5,MOD06_L2.A2020192.1605.061.2020196175457.hdf
90018973,ATL04_20200709163341_02190801_006_01.h5,MOD06_L2.A2020194.1735.061.2020196181905.hdf
90019363,ATL04_20200708165921_02040801_006_01.h5,MOD06_L2.A2020190.1800.061.2020193043412.hdf
90019653,ATL04_20200711171642_02500801_006_01.h5,MOD06_L2.A2020193.1830.061.2020196180426.hdf
90019905,ATL04_20200710174220_02350801_006_01.h5,MOD06_L2.A2020194.1055.061.2020196181622.hdf
90020311,ATL04_20200713175942_02810801_006_01.h5,MOD06_L2.A2020192.1925.061.2020196174807.hdf
90022400,ATL04_20200713193359_02820801_006_01.h5,MOD06_L2.A2020192.2105.061.2020196175106.hdf
90024917,ATL04_20200710205055_02370801_006_01.h5,MOD06_L2.A2020192.1100.061.2020196173246.hdf
90026512,ATL04_20200708214213_02070801_006_01.h5,MOD06_L2.A2020193.1130.061.2020196174527.hdf
90027612,ATL04_20200712213355_02680801_006_01.h5,MOD06_L2.A2020191.2220.061.2020196151927.hdf
90031433,ATL04_20200711202516_02520801_006_01.h5,MOD06_L2.A2020194.1205.061.2020196180425.hdf
90033745,ATL04_20200709211634_02220801_006_01.h5,MOD06_L2.A2020193.2050.061.2020196175516.hdf
90034092,ATL04_20200713210816_02830801_006_01.h5,MOD06_L2.A2020193.1425.061.2020196174644.hdf
90044661,ATL04_20200708231630_02080801_006_01.h5,MOD06_L2.A2020193.1305.061.2020196174840.hdf
90051655,ATL04_20200712230812_02690801_006_01.h5,MOD06_L2.A2020191.0035.061.2020193054300.hdf
90053019,ATL04_20200713224234_02840801_006_01.h5,MOD06_L2.A2020195.0010.061.2020196182343.hdf
90053248,ATL04_20200709225051_02230801_006_01.h5,MOD06_L2.A2020191.1700.061.2020196152041.hdf
90053727,ATL04_20200714221655_02990801_006_01.h5,MOD06_L2.A2020191.2340.061.2020196153050.hdf
90054953,ATL04_20200711215934_02530801_006_01.h5,MOD06_L2.A2020192.2240.061.2020196175113.hdf
90056482,ATL04_20200711233351_02540801_006_01.h5,MOD06_L2.A2020195.0325.061.2020196182415.hdf
90057941,ATL04_20200711061640_02430801_006_01.h5,MOD06_L2.A2020190.0625.061.2020193045000.hdf
90058512,ATL04_20200714063401_02890801_006_01.h5,MOD06_L2.A2020190.0130.061.2020190133424.hdf
90060758,ATL04_20200708104211_02000801_006_01.h5,MOD06_L2.A2020193.1200.061.2020196181314.hdf
90068406,ATL04_20200711105932_02460801_006_01.h5,MOD06_L2.A2020190.1200.061.2020193044706.hdf
90070782,ATL04_20200710112510_02310801_006_01.h5,MOD06_L2.A2020195.0420.061.2020196181152.hdf
90073421,ATL04_20200709115049_02160801_006_01.h5,MOD06_L2.A2020196.0815.061.2020196210921.hdf
90077696,ATL04_20200714111653_02920801_006_01.h5,MOD06_L2.A2020190.0025.061.2020190133818.hdf
90091774,ATL04_20200709101632_02150801_006_01.h5,MOD06_L2.A2020192.0610.061.2020196174116.hdf
90093376,ATL04_20200713114232_02770801_006_01.h5,MOD06_L2.A2020190.1120.061.2020193044036.hdf
90098305,ATL04_20200709194216_02210801_006_01.h5,MOD06_L2.A2020194.2050.061.2020196181823.hdf
90134458,ATL04_20200714204237_02980801_006_01.h5,MOD06_L2.A2020192.0255.061.2020196174721.hdf
93147973,ATL04_20200318064403_12610601_006_01.h5,MOD06_L2.A2020078.0155.061.2020078133400.hdf
93152322,ATL04_20200324195255_13610601_006_01.h5,MOD06_L2.A2020083.1635.061.2020084013101.hdf
93152504,ATL04_20200323201836_13460601_006_01.h5,MOD06_L2.A2020079.1700.061.2020080012534.hdf
93152674,ATL04_20200318205239_12700601_006_01.h5,MOD06_L2.A2020084.1720.061.2020085013034.hdf
93153031,ATL04_20200321210957_13160601_006_01.h5,MOD06_L2.A2020084.0230.061.2020084134125.hdf
93153780,ATL04_20200323215253_13470601_006_01.h5,MOD06_L2.A2020079.1840.061.2020080072713.hdf
93154106,ATL04_20200318222656_12710601_006_01.h5,MOD06_L2.A2020084.1900.061.2020085072116.hdf
93154362,ATL04_20200321224414_13170601_006_01.h5,MOD06_L2.A2020080.1925.061.2020081164139.hdf
93154738,ATL04_20200320230954_13020601_006_01.h5,MOD06_L2.A2020079.0215.061.2020079132644.hdf
93154934,ATL04_20200323232711_13480601_006_01.h5,MOD06_L2.A2020079.2020.061.2020080072807.hdf
93155301,ATL04_20200322235251_13330601_006_01.h5,MOD06_L2.A2020082.2050.061.2020083074551.hdf
93155445,ATL04_20200318002653_12570601_006_01.h5,MOD06_L2.A2020081.0200.061.2020081181143.hdf
93155810,ATL04_20200321004412_13030601_006_01.h5,MOD06_L2.A2020081.2145.061.2020082073817.hdf
93156098,ATL04_20200319013531_12730601_006_01.h5,MOD06_L2.A2020078.2255.061.2020079072729.hdf
93156349,ATL04_20200318020111_12580601_006_01.h5,MOD06_L2.A2020083.0150.061.2020083133350.hdf
93156411,ATL04_20200320055243_12910601_006_01.h5,MOD06_L2.A2020082.0105.061.2020083014547.hdf
93157120,ATL04_20200319030948_12740601_006_01.h5,MOD06_L2.A2020079.0035.061.2020079132645.hdf
93157229,ATL04_20200323030126_13350601_006_01.h5,MOD06_L2.A2020084.0050.061.2020084133955.hdf
93157814,ATL04_20200320072700_12920601_006_01.h5,MOD06_L2.A2020083.0145.061.2020083132920.hdf
93158023,ATL04_20200318095237_12630601_006_01.h5,MOD06_L2.A2020082.0420.061.2020083022739.hdf
93158157,ATL04_20200320103535_12940601_006_01.h5,MOD06_L2.A2020083.0505.061.2020083133130.hdf
93158524,ATL04_20200318112655_12640601_006_01.h5,MOD06_L2.A2020080.0615.061.2020080195514.hdf
93159125,ATL04_20200321114413_13100601_006_01.h5,MOD06_L2.A2020083.0325.061.2020083133001.hdf
93159720,ATL04_20200320120953_12950601_006_01.h5,MOD06_L2.A2020084.0410.061.2020084134001.hdf
93159751,ATL04_20200324120129_13560601_006_01.h5,MOD06_L2.A2020082.0740.061.2020083023427.hdf
93159842,ATL04_20200319123533_12800601_006_01.h5,MOD06_L2.A2020081.0340.061.2020081181512.hdf
93159940,ATL04_20200318130112_12650601_006_01.h5,MOD06_L2.A2020083.0825.061.2020083194920.hdf
93160977,ATL04_20200319140950_12810601_006_01.h5,MOD06_L2.A2020078.0945.061.2020078193401.hdf
93161208,ATL04_20200318143530_12660601_006_01.h5,MOD06_L2.A2020081.1015.061.2020081193458.hdf
93161610,ATL04_20200321145247_13120601_006_01.h5,MOD06_L2.A2020084.1045.061.2020084192447.hdf
93161818,ATL04_20200320151827_12970601_006_01.h5,MOD06_L2.A2020080.1110.061.2020080195327.hdf
93162065,ATL04_20200323153544_13430601_006_01.h5,MOD06_L2.A2020083.1140.061.2020083194401.hdf
93162772,ATL04_20200324164421_13590601_006_01.h5,MOD06_L2.A2020078.0305.061.2020078132412.hdf
93163100,ATL04_20200323171001_13440601_006_01.h5,MOD06_L2.A2020083.1325.061.2020084014849.hdf
93163898,ATL04_20200324181838_13600601_006_01.h5,MOD06_L2.A2020083.0315.061.2020083132858.hdf
93167977,ATL04_20200318191822_12690601_006_01.h5,MOD06_L2.A2020082.1435.061.2020083024422.hdf
93177042,ATL04_20200319185242_12840601_006_01.h5,MOD06_L2.A2020084.1305.061.2020085014424.hdf
93177175,ATL04_20200323184419_13450601_006_01.h5,MOD06_L2.A2020084.0645.061.2020084192023.hdf
93180329,ATL04_20200321180122_13140601_006_01.h5,MOD06_L2.A2020081.2235.061.2020082073644.hdf
93182645,ATL04_20200320182702_12990601_006_01.h5,MOD06_L2.A2020081.0105.061.2020081181856.hdf
93187790,ATL04_20200322190959_13300601_006_01.h5,MOD06_L2.A2020082.0310.061.2020083020203.hdf
93189004,ATL04_20200318081820_12620601_006_01.h5,MOD06_L2.A2020078.0330.061.2020078133616.hdf
93196484,ATL04_20200320200119_13000601_006_01.h5,MOD06_L2.A2020079.1650.061.2020080012056.hdf
93209296,ATL04_20200319044406_12750601_006_01.h5,MOD06_L2.A2020079.0210.061.2020079132201.hdf
93209871,ATL04_20200318050945_12600601_006_01.h5,MOD06_L2.A2020082.0245.061.2020083014958.hdf
93209969,ATL04_20200322050123_13210601_006_01.h5,MOD06_L2.A2020080.0255.061.2020080172343.hdf
93211142,ATL04_20200324085254_13540601_006_01.h5,MOD06_L2.A2020081.0655.061.2020081193540.hdf
93212700,ATL04_20200324151004_13580601_006_01.h5,MOD06_L2.A2020082.1100.061.2020083020224.hdf
93212950,ATL04_20200319154407_12820601_006_01.h5,MOD06_L2.A2020078.1125.061.2020078193825.hdf
93213311,ATL04_20200318160947_12670601_006_01.h5,MOD06_L2.A2020078.0445.061.2020078132728.hdf
93223227,ATL04_20200321193539_13150601_006_01.h5,MOD06_L2.A2020078.0555.061.2020078133416.hdf
93227916,ATL04_20200319202659_12850601_006_01.h5,MOD06_L2.A2020079.0805.061.2020079192637.hdf
93247338,ATL04_20200321052703_13060601_006_01.h5,MOD06_L2.A2020083.0645.061.2020083194453.hdf
93253135,ATL04_20200322204416_13310601_006_01.h5,MOD06_L2.A2020081.1650.061.2020082013319.hdf
93293019,ATL04_20200319092658_12780601_006_01.h5,MOD06_L2.A2020081.0520.061.2020081181844.hdf
93356023,ATL04_20200323091835_13390601_006_01.h5,MOD06_L2.A2020084.0700.061.2020084192008.hdf
93472901,ATL04_20200324071837_13530601_006_01.h5,MOD06_L2.A2020080.1505.061.2020081020949.hdf
93536361,ATL04_20200322160125_13280601_006_01.h5,MOD06_L2.A2020079.1210.061.2020080013929.hdf
93721796,ATL04_20200324054420_13520601_006_01.h5,MOD06_L2.A2020081.1745.061.2020082012937.hdf
96720914,ATL04_20200122114912_04090601_006_01.h5,MOD06_L2.A2020022.0420.061.2020022133539.hdf
96726000,ATL04_20200123015749_04180601_006_01.h5,MOD06_L2.A2020028.0500.061.2020028131646.hdf
96727832,ATL04_20200128025809_04950601_006_01.h5,MOD06_L2.A2020023.2110.061.2020027205714.hdf
96728101,ATL04_20200123033206_04190601_006_01.h5,MOD06_L2.A2020028.2125.061.2020029072136.hdf
96728385,ATL04_20200126034927_04650601_006_01.h5,MOD06_L2.A2020022.2205.061.2020023182057.hdf
96728460,ATL04_20200125041506_04500601_006_01.h5,MOD06_L2.A2020023.0440.061.2020027204020.hdf
96728688,ATL04_20200127111515_04850601_006_01.h5,MOD06_L2.A2020023.2245.061.2020027210015.hdf
96729065,ATL04_20200122053202_04050601_006_01.h5,MOD06_L2.A2020022.2345.061.2020023175849.hdf
96729146,ATL04_20200123112333_04240601_006_01.h5,MOD06_L2.A2020025.0430.061.2020027223341.hdf
96729438,ATL04_20200125054923_04510601_006_01.h5,MOD06_L2.A2020026.0015.061.2020027224854.hdf
96729580,ATL04_20200124061502_04360601_006_01.h5,MOD06_L2.A2020027.0415.061.2020027225911.hdf
96729837,ATL04_20200123064041_04210601_006_01.h5,MOD06_L2.A2020022.0355.061.2020022132213.hdf
96729945,ATL04_20200122070620_04060601_006_01.h5,MOD06_L2.A2020023.0120.061.2020027204704.hdf
96730319,ATL04_20200124074919_04370601_006_01.h5,MOD06_L2.A2020025.0250.061.2020027223424.hdf
96730756,ATL04_20200123081458_04220601_006_01.h5,MOD06_L2.A2020028.0320.061.2020028131658.hdf
96730898,ATL04_20200127080640_04830601_006_01.h5,MOD06_L2.A2020024.0345.061.2020027221922.hdf
96731313,ATL04_20200122145747_04110601_006_01.h5,MOD06_L2.A2020022.0715.061.2020022192439.hdf
96731376,ATL04_20200124154047_04420601_006_01.h5,MOD06_L2.A2020028.0635.061.2020028194223.hdf
96731632,ATL04_20200123160625_04270601_006_01.h5,MOD06_L2.A2020023.0620.061.2020027204905.hdf
96731671,ATL04_20200127155807_04880601_006_01.h5,MOD06_L2.A2020028.0815.061.2020028194610.hdf
96732337,ATL04_20200125164925_04580601_006_01.h5,MOD06_L2.A2020023.0935.061.2020027205013.hdf
96732623,ATL04_20200128170645_05040601_006_01.h5,MOD06_L2.A2020025.0605.061.2020027223725.hdf
96732875,ATL04_20200123174043_04280601_006_01.h5,MOD06_L2.A2020022.1035.061.2020023180642.hdf
96733138,ATL04_20200122180622_04130601_006_01.h5,MOD06_L2.A2020027.0555.061.2020027225955.hdf
96733509,ATL04_20200125182343_04590601_006_01.h5,MOD06_L2.A2020023.1115.061.2020027204235.hdf
96733552,ATL04_20200124184921_04440601_006_01.h5,MOD06_L2.A2020028.1135.061.2020028194625.hdf
96734028,ATL04_20200123191500_04290601_006_01.h5,MOD06_L2.A2020022.1210.061.2020023180045.hdf
96734367,ATL04_20200122194039_04140601_006_01.h5,MOD06_L2.A2020025.1245.061.2020027224420.hdf
96734704,ATL04_20200125195800_04600601_006_01.h5,MOD06_L2.A2020028.1315.061.2020029012412.hdf
96734932,ATL04_20200128201520_05060601_006_01.h5,MOD06_L2.A2020024.1340.061.2020027222408.hdf
96735389,ATL04_20200122211456_04150601_006_01.h5,MOD06_L2.A2020022.0535.061.2020022132306.hdf
96744078,ATL04_20200123235752_04320601_006_01.h5,MOD06_L2.A2020026.1655.061.2020027231139.hdf
96749209,ATL04_20200127001513_04780601_006_01.h5,MOD06_L2.A2020028.0615.061.2020028194411.hdf
96752118,ATL04_20200125230635_04620601_006_01.h5,MOD06_L2.A2020022.0645.061.2020022192524.hdf
96756949,ATL04_20200127234934_04930601_006_01.h5,MOD06_L2.A2020023.1515.061.2020027210717.hdf
96759407,ATL04_20200123002331_04170601_006_01.h5,MOD06_L2.A2020028.1225.061.2020029012924.hdf
96762367,ATL04_20200124233213_04470601_006_01.h5,MOD06_L2.A2020025.0330.061.2020027225400.hdf
96774658,ATL04_20200125085758_04530601_006_01.h5,MOD06_L2.A2020028.0305.061.2020028131826.hdf
96778040,ATL04_20200127094057_04840601_006_01.h5,MOD06_L2.A2020024.0340.061.2020027221636.hdf
96778602,ATL04_20200125103215_04540601_006_01.h5,MOD06_L2.A2020025.0425.061.2020027223357.hdf
96780110,ATL04_20200123125750_04250601_006_01.h5,MOD06_L2.A2020025.1420.061.2020027224423.hdf
96780211,ATL04_20200127124932_04860601_006_01.h5,MOD06_L2.A2020024.0700.061.2020027221642.hdf
96780645,ATL04_20200126131511_04710601_006_01.h5,MOD06_L2.A2020027.1410.061.2020028011920.hdf
96781422,ATL04_20200123143208_04260601_006_01.h5,MOD06_L2.A2020024.0840.061.2020027221727.hdf
96781673,ATL04_20200123204917_04300601_006_01.h5,MOD06_L2.A2020022.1350.061.2020023175945.hdf
96783928,ATL04_20200122004910_04020601_006_01.h5,MOD06_L2.A2020028.1630.061.2020029012638.hdf
96784021,ATL04_20200125010631_04480601_006_01.h5,MOD06_L2.A2020022.1710.061.2020023181231.hdf
96784114,ATL04_20200124013210_04330601_006_01.h5,MOD06_L2.A2020027.1725.061.2020028012119.hdf
96785876,ATL04_20200122035745_04040601_006_01.h5,MOD06_L2.A2020024.1515.061.2020027222656.hdf
96794747,ATL04_20200123094916_04230601_006_01.h5,MOD06_L2.A2020025.1540.061.2020027224055.hdf
96804313,ATL04_20200124092337_04380601_006_01.h5,MOD06_L2.A2020026.0100.061.2020027225207.hdf
96804744,ATL04_20200128091518_04990601_006_01.h5,MOD06_L2.A2020025.1835.061.2020027224431.hdf
